,Study ID,Participant ID,Native,Designer,Test ID,Test type,Trial ID,Font,Sample,Category,Response,Correct,Seen,Foil,Response time,JoM,JoL,Date
341,Pilot,4,yes,Non-designer,2,lexical,18,sansforgetica,thirty,word,Sure word,1,,,2009,38,very difficult to read,08-03-2019 18:44
342,Pilot,4,yes,Non-designer,2,lexical,19,sansforgetica,square,word,Sure word,1,,,1752,38,very difficult to read,08-03-2019 18:44
343,Pilot,4,yes,Non-designer,2,lexical,20,sansforgetica,scratious,non-word,Sure non-word,1,,,2039,38,very difficult to read,08-03-2019 18:44
344,Pilot,4,yes,Non-designer,2,recognition,1,sansforgetica,sidlater,non-word,Probably seen,0.6666666666666666,seen,sidlater,2473,38,very difficult to read,08-03-2019 18:44
345,Pilot,4,yes,Non-designer,2,recognition,2,sansforgetica,plans,word,Probably not seen,0.3333333333333333,seen,plans,1703,38,very difficult to read,08-03-2019 18:44
346,Pilot,4,yes,Non-designer,2,recognition,3,sansforgetica,holts,non-word,Probably seen,0.6666666666666666,seen,holts,1569,38,very difficult to read,08-03-2019 18:44
347,Pilot,4,yes,Non-designer,2,recognition,4,sansforgetica,announced,word,Probably seen,0.6666666666666666,seen,announced,1616,38,very difficult to read,08-03-2019 18:44
348,Pilot,4,yes,Non-designer,2,recognition,5,sansforgetica,thrughts,non-word,Sure not seen,1,non-seen,throure,2210,38,very difficult to read,08-03-2019 18:44
349,Pilot,4,yes,Non-designer,2,recognition,6,sansforgetica,dictrised,non-word,Sure not seen,0,seen,dictrised,1830,38,very difficult to read,08-03-2019 18:44
350,Pilot,4,yes,Non-designer,2,recognition,7,sansforgetica,entervished,non-word,Probably not seen,0.6666666666666667,non-seen,enreloping,1967,38,very difficult to read,08-03-2019 18:44
351,Pilot,4,yes,Non-designer,2,recognition,8,sansforgetica,popular,word,Probably seen,0.6666666666666666,seen,popular,1657,38,very difficult to read,08-03-2019 18:44
352,Pilot,4,yes,Non-designer,2,recognition,9,sansforgetica,hidnectes,non-word,Probably not seen,0.3333333333333333,seen,hidnectes,1983,38,very difficult to read,08-03-2019 18:44
353,Pilot,4,yes,Non-designer,2,recognition,10,sansforgetica,charge,word,Probably not seen,0.6666666666666667,non-seen,character,2064,38,very difficult to read,08-03-2019 18:44
354,Pilot,4,yes,Non-designer,2,recognition,11,sansforgetica,health,word,Sure seen,1,seen,health,1752,38,very difficult to read,08-03-2019 18:44
355,Pilot,4,yes,Non-designer,2,recognition,12,sansforgetica,staff,word,Probably not seen,0.6666666666666667,non-seen,square,2065,38,very difficult to read,08-03-2019 18:44
356,Pilot,4,yes,Non-designer,2,recognition,13,sansforgetica,verection,non-word,Probably seen,0.33333333333333337,non-seen,venerweared,2584,38,very difficult to read,08-03-2019 18:44
357,Pilot,4,yes,Non-designer,2,recognition,14,sansforgetica,those,word,Probably not seen,0.6666666666666667,non-seen,thirty,1823,38,very difficult to read,08-03-2019 18:44
358,Pilot,4,yes,Non-designer,2,recognition,15,sansforgetica,nucking,non-word,Sure not seen,1,non-seen,nuccest,2456,38,very difficult to read,08-03-2019 18:44
359,Pilot,4,yes,Non-designer,2,recognition,16,sansforgetica,glass,word,Sure not seen,1,non-seen,giving,1880,38,very difficult to read,08-03-2019 18:44
360,Pilot,5,yes,Non-designer,1,lexical,1,sansforgetica,streets,word,Sure word,1,,,2152,63,difficult to read,08-03-2019 17:36
361,Pilot,5,yes,Non-designer,1,lexical,2,sansforgetica,steet,non-word,Sure non-word,1,,,3040,63,difficult to read,08-03-2019 17:36
362,Pilot,5,yes,Non-designer,1,lexical,3,sansforgetica,papid,non-word,Sure non-word,1,,,1529,63,difficult to read,08-03-2019 17:36
363,Pilot,5,yes,Non-designer,1,lexical,4,sansforgetica,division,word,Sure word,1,,,1905,63,difficult to read,08-03-2019 17:36
364,Pilot,5,yes,Non-designer,1,lexical,5,sansforgetica,merely,word,Sure word,1,,,1312,63,difficult to read,08-03-2019 17:36
365,Pilot,5,yes,Non-designer,1,lexical,6,sansforgetica,undonestes,non-word,Sure non-word,1,,,2000,63,difficult to read,08-03-2019 17:36
366,Pilot,5,yes,Non-designer,1,lexical,7,sansforgetica,wourt,non-word,Sure non-word,1,,,1602,63,difficult to read,08-03-2019 17:36
367,Pilot,5,yes,Non-designer,1,lexical,8,sansforgetica,making,word,Sure word,1,,,1710,63,difficult to read,08-03-2019 17:36
368,Pilot,5,yes,Non-designer,1,lexical,9,sansforgetica,desping,non-word,Sure non-word,1,,,2327,63,difficult to read,08-03-2019 17:36
369,Pilot,5,yes,Non-designer,1,lexical,10,sansforgetica,without,word,Sure word,1,,,1521,63,difficult to read,08-03-2019 17:36
370,Pilot,5,yes,Non-designer,1,lexical,11,sansforgetica,impeady,non-word,Sure non-word,1,,,2079,63,difficult to read,08-03-2019 17:36
371,Pilot,5,yes,Non-designer,1,lexical,12,sansforgetica,pigeboy,non-word,Sure non-word,1,,,1273,63,difficult to read,08-03-2019 17:36
372,Pilot,5,yes,Non-designer,1,lexical,13,sansforgetica,realicult,non-word,Sure non-word,1,,,1343,63,difficult to read,08-03-2019 17:36
373,Pilot,5,yes,Non-designer,1,lexical,14,sansforgetica,success,word,Sure word,1,,,1545,63,difficult to read,08-03-2019 17:36
374,Pilot,5,yes,Non-designer,1,lexical,15,sansforgetica,surprise,word,Sure word,1,,,1056,63,difficult to read,08-03-2019 17:36
375,Pilot,5,yes,Non-designer,1,lexical,16,sansforgetica,stood,word,Sure word,1,,,1127,63,difficult to read,08-03-2019 17:36
376,Pilot,5,yes,Non-designer,1,lexical,17,sansforgetica,hysturably,non-word,Sure non-word,1,,,2080,63,difficult to read,08-03-2019 17:36
377,Pilot,5,yes,Non-designer,1,lexical,18,sansforgetica,considered,word,Sure word,1,,,4039,63,difficult to read,08-03-2019 17:36
378,Pilot,5,yes,Non-designer,1,lexical,19,sansforgetica,frangee,non-word,Sure non-word,1,,,1528,63,difficult to read,08-03-2019 17:36
379,Pilot,5,yes,Non-designer,1,lexical,20,sansforgetica,company,word,Sure word,1,,,1538,63,difficult to read,08-03-2019 17:36
380,Pilot,5,yes,Non-designer,1,recognition,1,sansforgetica,message,word,Probably not seen,0.6666666666666667,non-seen,merely,3312,63,difficult to read,08-03-2019 17:36
381,Pilot,5,yes,Non-designer,1,recognition,2,sansforgetica,stich,non-word,Probably not seen,0.6666666666666667,non-seen,steet,1622,63,difficult to read,08-03-2019 17:36
382,Pilot,5,yes,Non-designer,1,recognition,3,sansforgetica,desposed,non-word,Probably seen,0.33333333333333337,non-seen,desping,1873,63,difficult to read,08-03-2019 17:36
383,Pilot,5,yes,Non-designer,1,recognition,4,sansforgetica,hysturably,non-word,Probably seen,0.6666666666666666,seen,hysturably,3543,63,difficult to read,08-03-2019 17:36
384,Pilot,5,yes,Non-designer,1,recognition,5,sansforgetica,streets,word,Sure seen,1,seen,streets,1632,63,difficult to read,08-03-2019 17:36
385,Pilot,5,yes,Non-designer,1,recognition,6,sansforgetica,stood,word,Probably seen,0.6666666666666666,seen,stood,1737,63,difficult to read,08-03-2019 17:36
386,Pilot,5,yes,Non-designer,1,recognition,7,sansforgetica,pigeboy,non-word,Sure seen,1,seen,pigeboy,2088,63,difficult to read,08-03-2019 17:36
387,Pilot,5,yes,Non-designer,1,recognition,8,sansforgetica,papsy,non-word,Probably not seen,0.6666666666666667,non-seen,papid,2103,63,difficult to read,08-03-2019 17:36
388,Pilot,5,yes,Non-designer,1,recognition,9,sansforgetica,women,word,Probably not seen,0.6666666666666667,non-seen,without,1808,63,difficult to read,08-03-2019 17:36
389,Pilot,5,yes,Non-designer,1,recognition,10,sansforgetica,contact,word,Probably not seen,0.6666666666666667,non-seen,considered,1433,63,difficult to read,08-03-2019 17:36
390,Pilot,5,yes,Non-designer,1,recognition,11,sansforgetica,surprise,word,Probably seen,0.6666666666666666,seen,surprise,1552,63,difficult to read,08-03-2019 17:36
391,Pilot,5,yes,Non-designer,1,recognition,12,sansforgetica,undouring,non-word,Sure not seen,1,non-seen,undonestes,2447,63,difficult to read,08-03-2019 17:36
392,Pilot,5,yes,Non-designer,1,recognition,13,sansforgetica,company,word,Probably not seen,0.3333333333333333,seen,company,3425,63,difficult to read,08-03-2019 17:36
393,Pilot,5,yes,Non-designer,1,recognition,14,sansforgetica,wourt,non-word,Probably seen,0.6666666666666666,seen,wourt,2279,63,difficult to read,08-03-2019 17:36
394,Pilot,5,yes,Non-designer,1,recognition,15,sansforgetica,doctor,word,Sure not seen,1,non-seen,division,2000,63,difficult to read,08-03-2019 17:36
395,Pilot,5,yes,Non-designer,1,recognition,16,sansforgetica,impeady,non-word,Probably seen,0.6666666666666666,seen,impeady,1857,63,difficult to read,08-03-2019 17:36
396,Pilot,5,yes,Non-designer,2,lexical,1,inputsans,running,word,Sure word,1,,,2352,71,easy to read,08-03-2019 17:36
397,Pilot,5,yes,Non-designer,2,lexical,2,inputsans,actually,word,Sure word,1,,,1610,71,easy to read,08-03-2019 17:36
398,Pilot,5,yes,Non-designer,2,lexical,3,inputsans,structure,word,Sure word,1,,,1109,71,easy to read,08-03-2019 17:36
399,Pilot,5,yes,Non-designer,2,lexical,4,inputsans,create,word,Sure word,1,,,1250,71,easy to read,08-03-2019 17:36
400,Pilot,5,yes,Non-designer,2,lexical,5,inputsans,leading,word,Sure word,1,,,1424,71,easy to read,08-03-2019 17:36
401,Pilot,5,yes,Non-designer,2,lexical,6,inputsans,given,word,Sure word,1,,,903,71,easy to read,08-03-2019 17:36
402,Pilot,5,yes,Non-designer,2,lexical,7,inputsans,plants,word,Sure word,1,,,1108,71,easy to read,08-03-2019 17:36
403,Pilot,5,yes,Non-designer,2,lexical,8,inputsans,crevided,non-word,Sure non-word,1,,,1767,71,easy to read,08-03-2019 17:36
404,Pilot,5,yes,Non-designer,2,lexical,9,inputsans,libertably,non-word,Sure non-word,1,,,1313,71,easy to read,08-03-2019 17:36
405,Pilot,5,yes,Non-designer,2,lexical,10,inputsans,occational,non-word,Sure non-word,1,,,1407,71,easy to read,08-03-2019 17:36
406,Pilot,5,yes,Non-designer,2,lexical,11,inputsans,littletely,non-word,Sure non-word,1,,,1416,71,easy to read,08-03-2019 17:36
407,Pilot,5,yes,Non-designer,2,lexical,12,inputsans,preeding,non-word,Sure non-word,1,,,1273,71,easy to read,08-03-2019 17:36
408,Pilot,5,yes,Non-designer,2,lexical,13,inputsans,actual,word,Sure word,1,,,1799,71,easy to read,08-03-2019 17:36
409,Pilot,5,yes,Non-designer,2,lexical,14,inputsans,strantely,non-word,Sure non-word,1,,,2127,71,easy to read,08-03-2019 17:36
410,Pilot,5,yes,Non-designer,2,lexical,15,inputsans,share,word,Sure word,1,,,1785,71,easy to read,08-03-2019 17:36
411,Pilot,5,yes,Non-designer,2,lexical,16,inputsans,durprology,non-word,Sure non-word,1,,,1937,71,easy to read,08-03-2019 17:36
412,Pilot,5,yes,Non-designer,2,lexical,17,inputsans,ruscle,non-word,Sure non-word,1,,,1712,71,easy to read,08-03-2019 17:36
413,Pilot,5,yes,Non-designer,2,lexical,18,inputsans,outsing,non-word,Sure non-word,1,,,1193,71,easy to read,08-03-2019 17:36
414,Pilot,5,yes,Non-designer,2,lexical,19,inputsans,directly,word,Sure word,1,,,1638,71,easy to read,08-03-2019 17:36
415,Pilot,5,yes,Non-designer,2,lexical,20,inputsans,opergence,non-word,Sure non-word,1,,,2055,71,easy to read,08-03-2019 17:36
416,Pilot,5,yes,Non-designer,2,recognition,1,inputsans,director,word,Sure not seen,1,non-seen,directly,2456,71,easy to read,08-03-2019 17:36
417,Pilot,5,yes,Non-designer,2,recognition,2,inputsans,sharp,word,Sure not seen,1,non-seen,share,1712,71,easy to read,08-03-2019 17:36
418,Pilot,5,yes,Non-designer,2,recognition,3,inputsans,durprology,non-word,Sure seen,1,seen,durprology,2112,71,easy to read,08-03-2019 17:36
419,Pilot,5,yes,Non-designer,2,recognition,4,inputsans,learn,word,Sure seen,0,non-seen,leading,1593,71,easy to read,08-03-2019 17:36
420,Pilot,5,yes,Non-designer,2,recognition,5,inputsans,rutogement,non-word,Sure not seen,1,non-seen,ruscle,2504,71,easy to read,08-03-2019 17:36
421,Pilot,5,yes,Non-designer,2,recognition,6,inputsans,outting,non-word,Probably not seen,0.6666666666666667,non-seen,outsing,2103,71,easy to read,08-03-2019 17:36
422,Pilot,5,yes,Non-designer,2,recognition,7,inputsans,opergence,non-word,Probably seen,0.6666666666666666,seen,opergence,1951,71,easy to read,08-03-2019 17:36
423,Pilot,5,yes,Non-designer,2,recognition,8,inputsans,actually,word,Sure seen,1,seen,actually,1608,71,easy to read,08-03-2019 17:36
424,Pilot,5,yes,Non-designer,2,recognition,9,inputsans,actual,word,Sure not seen,0,seen,actual,3449,71,easy to read,08-03-2019 17:36
425,Pilot,5,yes,Non-designer,2,recognition,10,inputsans,strantely,non-word,Sure seen,1,seen,strantely,3080,71,easy to read,08-03-2019 17:36
426,Pilot,5,yes,Non-designer,2,recognition,11,inputsans,given,word,Probably seen,0.6666666666666666,seen,given,1664,71,easy to read,08-03-2019 17:36
427,Pilot,5,yes,Non-designer,2,recognition,12,inputsans,littor,non-word,Sure not seen,1,non-seen,littletely,2055,71,easy to read,08-03-2019 17:36
428,Pilot,5,yes,Non-designer,2,recognition,13,inputsans,creviver,non-word,Probably not seen,0.6666666666666667,non-seen,crevided,1865,71,easy to read,08-03-2019 17:36
429,Pilot,5,yes,Non-designer,2,recognition,14,inputsans,preeding,non-word,Probably not seen,0.3333333333333333,seen,preeding,3510,71,easy to read,08-03-2019 17:36
430,Pilot,5,yes,Non-designer,2,recognition,15,inputsans,create,word,Sure seen,1,seen,create,1703,71,easy to read,08-03-2019 17:36
431,Pilot,5,yes,Non-designer,2,recognition,16,inputsans,radio,word,Sure not seen,1,non-seen,running,1815,71,easy to read,08-03-2019 17:36
432,Pilot,6,yes,Non-designer,1,lexical,1,sansforgetica,imputives,non-word,Sure non-word,1,,,2752,40,difficult to read,06-03-2019 17:18
433,Pilot,6,yes,Non-designer,1,lexical,2,sansforgetica,relitical,non-word,Sure non-word,1,,,1928,40,difficult to read,06-03-2019 17:18
434,Pilot,6,yes,Non-designer,1,lexical,3,sansforgetica,enemy,word,Sure word,1,,,3153,40,difficult to read,06-03-2019 17:18
435,Pilot,6,yes,Non-designer,1,lexical,4,sansforgetica,cross,word,Sure word,1,,,1312,40,difficult to read,06-03-2019 17:18
436,Pilot,6,yes,Non-designer,1,lexical,5,sansforgetica,history,word,Sure word,1,,,937,40,difficult to read,06-03-2019 17:18
437,Pilot,6,yes,Non-designer,1,lexical,6,sansforgetica,chapter,word,Sure word,1,,,990,40,difficult to read,06-03-2019 17:18
438,Pilot,6,yes,Non-designer,1,lexical,7,sansforgetica,memand,non-word,Sure non-word,1,,,2177,40,difficult to read,06-03-2019 17:18
439,Pilot,6,yes,Non-designer,1,lexical,8,sansforgetica,fildle,non-word,Sure non-word,1,,,2032,40,difficult to read,06-03-2019 17:18
440,Pilot,6,yes,Non-designer,1,lexical,9,sansforgetica,attempt,word,Sure word,1,,,1648,40,difficult to read,06-03-2019 17:18
441,Pilot,6,yes,Non-designer,1,lexical,10,sansforgetica,nortinge,non-word,Sure non-word,1,,,1767,40,difficult to read,06-03-2019 17:18
442,Pilot,6,yes,Non-designer,1,lexical,11,sansforgetica,gensibility,non-word,Sure non-word,1,,,2033,40,difficult to read,06-03-2019 17:18
443,Pilot,6,yes,Non-designer,1,lexical,12,sansforgetica,meant,word,Sure word,1,,,1624,40,difficult to read,06-03-2019 17:18
444,Pilot,6,yes,Non-designer,1,lexical,13,sansforgetica,confersate,non-word,Sure non-word,1,,,2296,40,difficult to read,06-03-2019 17:18
445,Pilot,6,yes,Non-designer,1,lexical,14,sansforgetica,descussed,non-word,Sure non-word,1,,,1586,40,difficult to read,06-03-2019 17:18
446,Pilot,6,yes,Non-designer,1,lexical,15,sansforgetica,noise,word,Sure word,1,,,1693,40,difficult to read,06-03-2019 17:18
447,Pilot,6,yes,Non-designer,1,lexical,16,sansforgetica,named,word,Sure word,1,,,1177,40,difficult to read,06-03-2019 17:18
448,Pilot,6,yes,Non-designer,1,lexical,17,sansforgetica,parliament,word,Sure word,1,,,1911,40,difficult to read,06-03-2019 17:18
449,Pilot,6,yes,Non-designer,1,lexical,18,sansforgetica,argued,word,Sure word,1,,,1082,40,difficult to read,06-03-2019 17:18
450,Pilot,6,yes,Non-designer,1,lexical,19,sansforgetica,increved,non-word,Sure non-word,1,,,2286,40,difficult to read,06-03-2019 17:18
451,Pilot,6,yes,Non-designer,1,lexical,20,sansforgetica,counticks,non-word,Sure non-word,1,,,1393,40,difficult to read,06-03-2019 17:18
452,Pilot,6,yes,Non-designer,1,recognition,1,sansforgetica,gereed,non-word,Probably not seen,0.6666666666666667,non-seen,gensibility,3239,40,difficult to read,06-03-2019 17:18
453,Pilot,6,yes,Non-designer,1,recognition,2,sansforgetica,argued,word,Sure seen,1,seen,argued,1855,40,difficult to read,06-03-2019 17:18
454,Pilot,6,yes,Non-designer,1,recognition,3,sansforgetica,incriance,non-word,Sure not seen,1,non-seen,increved,2857,40,difficult to read,06-03-2019 17:18
455,Pilot,6,yes,Non-designer,1,recognition,4,sansforgetica,chapter,word,Sure seen,1,seen,chapter,2368,40,difficult to read,06-03-2019 17:18
456,Pilot,6,yes,Non-designer,1,recognition,5,sansforgetica,nortinge,non-word,Sure seen,1,seen,nortinge,2329,40,difficult to read,06-03-2019 17:18
457,Pilot,6,yes,Non-designer,1,recognition,6,sansforgetica,enemy,word,Probably seen,0.6666666666666666,seen,enemy,2294,40,difficult to read,06-03-2019 17:18
458,Pilot,6,yes,Non-designer,1,recognition,7,sansforgetica,particular,word,Probably seen,0.33333333333333337,non-seen,parliament,1496,40,difficult to read,06-03-2019 17:18
459,Pilot,6,yes,Non-designer,1,recognition,8,sansforgetica,desing,non-word,Probably not seen,0.6666666666666667,non-seen,descussed,2065,40,difficult to read,06-03-2019 17:18
460,Pilot,6,yes,Non-designer,1,recognition,9,sansforgetica,attention,word,Probably seen,0.33333333333333337,non-seen,attempt,1816,40,difficult to read,06-03-2019 17:18
461,Pilot,6,yes,Non-designer,1,recognition,10,sansforgetica,imputives,non-word,Sure seen,1,seen,imputives,2000,40,difficult to read,06-03-2019 17:18
462,Pilot,6,yes,Non-designer,1,recognition,11,sansforgetica,counticks,non-word,Sure not seen,0,seen,counticks,2536,40,difficult to read,06-03-2019 17:18
463,Pilot,6,yes,Non-designer,1,recognition,12,sansforgetica,names,word,Probably seen,0.33333333333333337,non-seen,named,2168,40,difficult to read,06-03-2019 17:18
464,Pilot,6,yes,Non-designer,1,recognition,13,sansforgetica,fildle,non-word,Sure seen,1,seen,fildle,3800,40,difficult to read,06-03-2019 17:18
465,Pilot,6,yes,Non-designer,1,recognition,14,sansforgetica,crowd,word,Probably seen,0.33333333333333337,non-seen,cross,1984,40,difficult to read,06-03-2019 17:18
466,Pilot,6,yes,Non-designer,1,recognition,15,sansforgetica,memated,non-word,Sure seen,0,non-seen,memand,2191,40,difficult to read,06-03-2019 17:18
467,Pilot,6,yes,Non-designer,1,recognition,16,sansforgetica,history,word,Probably not seen,0.3333333333333333,seen,history,2232,40,difficult to read,06-03-2019 17:18
468,Pilot,6,yes,Non-designer,2,lexical,1,inputsans,asking,word,Sure word,1,,,2201,36,difficult to read,06-03-2019 17:18
469,Pilot,6,yes,Non-designer,2,lexical,2,inputsans,foilly,non-word,Sure non-word,1,,,1687,36,difficult to read,06-03-2019 17:18
470,Pilot,6,yes,Non-designer,2,lexical,3,inputsans,project,word,Sure word,1,,,1513,36,difficult to read,06-03-2019 17:18
471,Pilot,6,yes,Non-designer,2,lexical,4,inputsans,revernment,non-word,Sure non-word,1,,,2288,36,difficult to read,06-03-2019 17:18
472,Pilot,6,yes,Non-designer,2,lexical,5,inputsans,entervished,non-word,Sure non-word,1,,,1218,36,difficult to read,06-03-2019 17:18
473,Pilot,6,yes,Non-designer,2,lexical,6,inputsans,fairly,word,Sure word,1,,,2301,36,difficult to read,06-03-2019 17:18
474,Pilot,6,yes,Non-designer,2,lexical,7,inputsans,something,word,Sure word,1,,,1423,36,difficult to read,06-03-2019 17:18
475,Pilot,6,yes,Non-designer,2,lexical,8,inputsans,fament,non-word,Sure non-word,1,,,2794,36,difficult to read,06-03-2019 17:18
476,Pilot,6,yes,Non-designer,2,lexical,9,inputsans,brives,non-word,Sure non-word,1,,,3950,36,difficult to read,06-03-2019 17:18
477,Pilot,6,yes,Non-designer,2,lexical,10,inputsans,calls,word,Sure word,1,,,2034,36,difficult to read,06-03-2019 17:18
478,Pilot,6,yes,Non-designer,2,lexical,11,inputsans,holts,non-word,Sure non-word,1,,,2471,36,difficult to read,06-03-2019 17:18
479,Pilot,6,yes,Non-designer,2,lexical,12,inputsans,decision,word,Sure word,1,,,1967,36,difficult to read,06-03-2019 17:18
480,Pilot,6,yes,Non-designer,2,lexical,13,inputsans,polloways,non-word,Sure non-word,1,,,1858,36,difficult to read,06-03-2019 17:18
481,Pilot,6,yes,Non-designer,2,lexical,14,inputsans,contem,non-word,Sure non-word,1,,,1311,36,difficult to read,06-03-2019 17:18
482,Pilot,6,yes,Non-designer,2,lexical,15,inputsans,seriously,word,Sure word,1,,,1656,36,difficult to read,06-03-2019 17:18
483,Pilot,6,yes,Non-designer,2,lexical,16,inputsans,sometimes,word,Sure word,1,,,977,36,difficult to read,06-03-2019 17:18
484,Pilot,6,yes,Non-designer,2,lexical,17,inputsans,amonged,non-word,Sure non-word,1,,,1847,36,difficult to read,06-03-2019 17:18
485,Pilot,6,yes,Non-designer,2,lexical,18,inputsans,restratians,non-word,Sure non-word,1,,,1057,36,difficult to read,06-03-2019 17:18
486,Pilot,6,yes,Non-designer,2,lexical,19,inputsans,attack,word,Sure word,1,,,1920,36,difficult to read,06-03-2019 17:18
487,Pilot,6,yes,Non-designer,2,lexical,20,inputsans,moved,word,Sure word,1,,,1056,36,difficult to read,06-03-2019 17:18
488,Pilot,6,yes,Non-designer,2,recognition,1,inputsans,entervished,non-word,Probably not seen,0.3333333333333333,seen,entervished,5136,36,difficult to read,06-03-2019 17:18
489,Pilot,6,yes,Non-designer,2,recognition,2,inputsans,deeply,word,Probably not seen,0.6666666666666667,non-seen,decision,1440,36,difficult to read,06-03-2019 17:18
490,Pilot,6,yes,Non-designer,2,recognition,3,inputsans,something,word,Sure seen,1,seen,something,1593,36,difficult to read,06-03-2019 17:18
491,Pilot,6,yes,Non-designer,2,recognition,4,inputsans,riddly,non-word,Probably seen,0.33333333333333337,non-seen,revernment,2230,36,difficult to read,06-03-2019 17:18
492,Pilot,6,yes,Non-designer,2,recognition,5,inputsans,holts,non-word,Probably seen,0.6666666666666666,seen,holts,2522,36,difficult to read,06-03-2019 17:18
493,Pilot,6,yes,Non-designer,2,recognition,6,inputsans,restratians,non-word,Sure seen,1,seen,restratians,2319,36,difficult to read,06-03-2019 17:18
494,Pilot,6,yes,Non-designer,2,recognition,7,inputsans,foldness,non-word,Sure not seen,1,non-seen,foilly,2000,36,difficult to read,06-03-2019 17:18
495,Pilot,6,yes,Non-designer,2,recognition,8,inputsans,atmosphere,word,Sure not seen,1,non-seen,attack,2327,36,difficult to read,06-03-2019 17:18
496,Pilot,6,yes,Non-designer,2,recognition,9,inputsans,asking,word,Probably not seen,0.3333333333333333,seen,asking,2393,36,difficult to read,06-03-2019 17:18
497,Pilot,6,yes,Non-designer,2,recognition,10,inputsans,polloways,non-word,Probably seen,0.6666666666666666,seen,polloways,1920,36,difficult to read,06-03-2019 17:18
498,Pilot,6,yes,Non-designer,2,recognition,11,inputsans,anandations,non-word,Probably not seen,0.6666666666666667,non-seen,amonged,3279,36,difficult to read,06-03-2019 17:18
499,Pilot,6,yes,Non-designer,2,recognition,12,inputsans,promised,word,Probably seen,0.33333333333333337,non-seen,project,1641,36,difficult to read,06-03-2019 17:18
500,Pilot,6,yes,Non-designer,2,recognition,13,inputsans,continated,non-word,Probably not seen,0.6666666666666667,non-seen,contem,1952,36,difficult to read,06-03-2019 17:18
501,Pilot,6,yes,Non-designer,2,recognition,14,inputsans,somewhat,word,Probably not seen,0.6666666666666667,non-seen,sometimes,1799,36,difficult to read,06-03-2019 17:18
502,Pilot,6,yes,Non-designer,2,recognition,15,inputsans,seriously,word,Probably seen,0.6666666666666666,seen,seriously,1809,36,difficult to read,06-03-2019 17:18
503,Pilot,6,yes,Non-designer,2,recognition,16,inputsans,moved,word,Probably not seen,0.3333333333333333,seen,moved,4544,36,difficult to read,06-03-2019 17:18
504,Pilot,7,yes,Non-designer,1,lexical,1,sansforgetica,pollowing,non-word,Sure non-word,1,,,5288,60,difficult to read,06-03-2019 17:13
505,Pilot,7,yes,Non-designer,1,lexical,2,sansforgetica,written,word,Sure word,1,,,2201,60,difficult to read,06-03-2019 17:13
506,Pilot,7,yes,Non-designer,1,lexical,3,sansforgetica,change,word,Sure word,1,,,1940,60,difficult to read,06-03-2019 17:13
507,Pilot,7,yes,Non-designer,1,lexical,4,sansforgetica,every,word,Sure word,1,,,1421,60,difficult to read,06-03-2019 17:13
508,Pilot,7,yes,Non-designer,1,lexical,5,sansforgetica,suggers,non-word,Sure non-word,1,,,1856,60,difficult to read,06-03-2019 17:13
509,Pilot,7,yes,Non-designer,1,lexical,6,sansforgetica,undublisted,non-word,Sure non-word,1,,,2407,60,difficult to read,06-03-2019 17:13
510,Pilot,7,yes,Non-designer,1,lexical,7,sansforgetica,sligince,non-word,Sure non-word,1,,,1561,60,difficult to read,06-03-2019 17:13
511,Pilot,7,yes,Non-designer,1,lexical,8,sansforgetica,outside,word,Sure word,1,,,1896,60,difficult to read,06-03-2019 17:13
512,Pilot,7,yes,Non-designer,1,lexical,9,sansforgetica,vegimasion,non-word,Sure non-word,1,,,2256,60,difficult to read,06-03-2019 17:13
513,Pilot,7,yes,Non-designer,1,lexical,10,sansforgetica,sugmaling,non-word,Sure non-word,1,,,1286,60,difficult to read,06-03-2019 17:13
514,Pilot,7,yes,Non-designer,1,lexical,11,sansforgetica,trust,word,Sure word,1,,,1715,60,difficult to read,06-03-2019 17:13
515,Pilot,7,yes,Non-designer,1,lexical,12,sansforgetica,sister,word,Sure word,1,,,1278,60,difficult to read,06-03-2019 17:13
516,Pilot,7,yes,Non-designer,1,lexical,13,sansforgetica,actual,word,Sure word,1,,,969,60,difficult to read,06-03-2019 17:13
517,Pilot,7,yes,Non-designer,1,lexical,14,sansforgetica,implected,non-word,Sure non-word,1,,,1847,60,difficult to read,06-03-2019 17:13
518,Pilot,7,yes,Non-designer,1,lexical,15,sansforgetica,complex,word,Sure word,1,,,1519,60,difficult to read,06-03-2019 17:13
519,Pilot,7,yes,Non-designer,1,lexical,16,sansforgetica,after,word,Sure word,1,,,1056,60,difficult to read,06-03-2019 17:13
520,Pilot,7,yes,Non-designer,1,lexical,17,sansforgetica,starlex,non-word,Sure non-word,1,,,1793,60,difficult to read,06-03-2019 17:13
521,Pilot,7,yes,Non-designer,1,lexical,18,sansforgetica,possecapped,non-word,Sure non-word,1,,,1520,60,difficult to read,06-03-2019 17:13
522,Pilot,7,yes,Non-designer,1,lexical,19,sansforgetica,comes,word,Sure word,1,,,1983,60,difficult to read,06-03-2019 17:13
523,Pilot,7,yes,Non-designer,1,lexical,20,sansforgetica,disruptics,non-word,Sure non-word,1,,,2385,60,difficult to read,06-03-2019 17:13
524,Pilot,7,yes,Non-designer,1,recognition,1,sansforgetica,implected,non-word,Sure seen,1,seen,implected,4207,60,difficult to read,06-03-2019 17:13
525,Pilot,7,yes,Non-designer,1,recognition,2,sansforgetica,pollowing,non-word,Sure seen,1,seen,pollowing,1737,60,difficult to read,06-03-2019 17:13
