,Study ID,Participant ID,Native,Designer,Test ID,Test type,Trial ID,Font,Sample,Category,Response,Correct,Seen,Foil,Response time,JoM,JoL,Date
732,Pilot,10,yes,Other designer,1,lexical,13,inputsans,moral,word,Sure word,1,,,1575,62,very easy to read,05-02-2019 20:36
733,Pilot,10,yes,Other designer,1,lexical,14,inputsans,since,word,Sure word,1,,,1307,62,very easy to read,05-02-2019 20:36
734,Pilot,10,yes,Other designer,1,lexical,15,inputsans,huntain,non-word,Sure non-word,1,,,1747,62,very easy to read,05-02-2019 20:36
735,Pilot,10,yes,Other designer,1,lexical,16,inputsans,brevided,non-word,Sure non-word,1,,,1681,62,very easy to read,05-02-2019 20:36
736,Pilot,10,yes,Other designer,1,lexical,17,inputsans,morking,non-word,Probably non-word,0.6666666666666667,,,1933,62,very easy to read,05-02-2019 20:36
737,Pilot,10,yes,Other designer,1,lexical,18,inputsans,watching,word,Sure word,1,,,1688,62,very easy to read,05-02-2019 20:36
738,Pilot,10,yes,Other designer,1,lexical,19,inputsans,areas,word,Sure word,1,,,1464,62,very easy to read,05-02-2019 20:36
739,Pilot,10,yes,Other designer,1,lexical,20,inputsans,introduced,word,Sure word,1,,,1258,62,very easy to read,05-02-2019 20:36
740,Pilot,10,yes,Other designer,1,recognition,1,inputsans,busitown,non-word,Sure seen,1,seen,,2378,62,very easy to read,05-02-2019 20:36
741,Pilot,10,yes,Other designer,1,recognition,2,inputsans,wants,word,Sure not seen,1,non-seen,watching,1864,62,very easy to read,05-02-2019 20:36
742,Pilot,10,yes,Other designer,1,recognition,3,inputsans,shannishes,non-word,Sure not seen,1,non-seen,sollaren,1638,62,very easy to read,05-02-2019 20:36
743,Pilot,10,yes,Other designer,1,recognition,4,inputsans,since,word,Sure seen,1,seen,,1951,62,very easy to read,05-02-2019 20:36
744,Pilot,10,yes,Other designer,1,recognition,5,inputsans,strantely,non-word,Probably seen,0.33333333333333337,non-seen,societary,2441,62,very easy to read,05-02-2019 20:36
745,Pilot,10,yes,Other designer,1,recognition,6,inputsans,current,word,Sure seen,0,non-seen,country,1831,62,very easy to read,05-02-2019 20:36
746,Pilot,10,yes,Other designer,1,recognition,7,inputsans,called,word,Sure seen,1,seen,,1682,62,very easy to read,05-02-2019 20:36
747,Pilot,10,yes,Other designer,1,recognition,8,inputsans,moral,word,Sure seen,1,seen,,1455,62,very easy to read,05-02-2019 20:36
748,Pilot,10,yes,Other designer,1,recognition,9,inputsans,wanted,word,Probably seen,0.33333333333333337,non-seen,wealth,1512,62,very easy to read,05-02-2019 20:36
749,Pilot,10,yes,Other designer,1,recognition,10,inputsans,leanner,non-word,Sure not seen,1,non-seen,lanistic,1948,62,very easy to read,05-02-2019 20:36
750,Pilot,10,yes,Other designer,1,recognition,11,inputsans,sunget,non-word,Sure seen,1,seen,,1699,62,very easy to read,05-02-2019 20:36
751,Pilot,10,yes,Other designer,1,recognition,12,inputsans,alive,word,Sure not seen,1,non-seen,alone,1475,62,very easy to read,05-02-2019 20:36
752,Pilot,10,yes,Other designer,1,recognition,13,inputsans,nobody,word,Probably not seen,0.3333333333333333,seen,,1531,62,very easy to read,05-02-2019 20:36
753,Pilot,10,yes,Other designer,1,recognition,14,inputsans,brevided,non-word,Sure seen,1,seen,,2074,62,very easy to read,05-02-2019 20:36
754,Pilot,10,yes,Other designer,1,recognition,15,inputsans,houndation,non-word,Probably not seen,0.6666666666666667,non-seen,hamething,2023,62,very easy to read,05-02-2019 20:36
755,Pilot,10,yes,Other designer,1,recognition,16,inputsans,secresary,non-word,Sure seen,1,seen,,1555,62,very easy to read,05-02-2019 20:36
756,Pilot,10,yes,Other designer,2,lexical,1,sansforgetica,enound,non-word,Probably non-word,0.6666666666666667,,,5588,40,difficult to read,05-02-2019 20:36
757,Pilot,10,yes,Other designer,2,lexical,2,sansforgetica,editising,non-word,Probably non-word,0.6666666666666667,,,2681,40,difficult to read,05-02-2019 20:36
758,Pilot,10,yes,Other designer,2,lexical,3,sansforgetica,number,word,Sure word,1,,,1564,40,difficult to read,05-02-2019 20:36
759,Pilot,10,yes,Other designer,2,lexical,4,sansforgetica,grattered,non-word,Probably non-word,0.6666666666666667,,,3991,40,difficult to read,05-02-2019 20:36
760,Pilot,10,yes,Other designer,2,lexical,5,sansforgetica,dressed,word,Sure word,1,,,1596,40,difficult to read,05-02-2019 20:36
761,Pilot,10,yes,Other designer,2,lexical,6,sansforgetica,hysturably,non-word,Probably non-word,0.6666666666666667,,,3098,40,difficult to read,05-02-2019 20:36
762,Pilot,10,yes,Other designer,2,lexical,7,sansforgetica,warket,non-word,Sure non-word,1,,,3326,40,difficult to read,05-02-2019 20:36
763,Pilot,10,yes,Other designer,2,lexical,8,sansforgetica,morricit,non-word,Probably non-word,0.6666666666666667,,,2173,40,difficult to read,05-02-2019 20:36
764,Pilot,10,yes,Other designer,2,lexical,9,sansforgetica,macrector,non-word,Probably non-word,0.6666666666666667,,,4465,40,difficult to read,05-02-2019 20:36
765,Pilot,10,yes,Other designer,2,lexical,10,sansforgetica,beneath,word,Sure word,1,,,1647,40,difficult to read,05-02-2019 20:36
766,Pilot,10,yes,Other designer,2,lexical,11,sansforgetica,airport,word,Sure word,1,,,1387,40,difficult to read,05-02-2019 20:36
767,Pilot,10,yes,Other designer,2,lexical,12,sansforgetica,regangle,non-word,Probably non-word,0.6666666666666667,,,3146,40,difficult to read,05-02-2019 20:36
768,Pilot,10,yes,Other designer,2,lexical,13,sansforgetica,eight,word,Sure word,1,,,2153,40,difficult to read,05-02-2019 20:36
769,Pilot,10,yes,Other designer,2,lexical,14,sansforgetica,series,word,Sure word,1,,,1691,40,difficult to read,05-02-2019 20:36
770,Pilot,10,yes,Other designer,2,lexical,15,sansforgetica,moundays,non-word,Probably non-word,0.6666666666666667,,,2478,40,difficult to read,05-02-2019 20:36
771,Pilot,10,yes,Other designer,2,lexical,16,sansforgetica,nothing,word,Sure word,1,,,1823,40,difficult to read,05-02-2019 20:36
772,Pilot,10,yes,Other designer,2,lexical,17,sansforgetica,birds,word,Sure word,1,,,1506,40,difficult to read,05-02-2019 20:36
773,Pilot,10,yes,Other designer,2,lexical,18,sansforgetica,roaked,non-word,Probably non-word,0.6666666666666667,,,2108,40,difficult to read,05-02-2019 20:36
774,Pilot,10,yes,Other designer,2,lexical,19,sansforgetica,stand,word,Sure word,1,,,1535,40,difficult to read,05-02-2019 20:36
775,Pilot,10,yes,Other designer,2,lexical,20,sansforgetica,entire,word,Sure word,1,,,1595,40,difficult to read,05-02-2019 20:36
776,Pilot,10,yes,Other designer,2,recognition,1,sansforgetica,martain,non-word,Probably not seen,0.6666666666666667,non-seen,morricit,2251,40,difficult to read,05-02-2019 20:36
777,Pilot,10,yes,Other designer,2,recognition,2,sansforgetica,airport,word,Sure seen,1,seen,,1369,40,difficult to read,05-02-2019 20:36
778,Pilot,10,yes,Other designer,2,recognition,3,sansforgetica,macrector,non-word,Sure seen,1,seen,,1593,40,difficult to read,05-02-2019 20:36
779,Pilot,10,yes,Other designer,2,recognition,4,sansforgetica,noticed,word,Probably not seen,0.6666666666666667,non-seen,number,1796,40,difficult to read,05-02-2019 20:36
780,Pilot,10,yes,Other designer,2,recognition,5,sansforgetica,stand,word,Sure not seen,0,seen,,2249,40,difficult to read,05-02-2019 20:36
781,Pilot,10,yes,Other designer,2,recognition,6,sansforgetica,moundays,non-word,Probably not seen,0.3333333333333333,seen,,2176,40,difficult to read,05-02-2019 20:36
782,Pilot,10,yes,Other designer,2,recognition,7,sansforgetica,books,word,Sure not seen,1,non-seen,beneath,1599,40,difficult to read,05-02-2019 20:36
783,Pilot,10,yes,Other designer,2,recognition,8,sansforgetica,nothing,word,Probably not seen,0.3333333333333333,seen,,1634,40,difficult to read,05-02-2019 20:36
784,Pilot,10,yes,Other designer,2,recognition,9,sansforgetica,grattered,non-word,Sure seen,1,seen,,1371,40,difficult to read,05-02-2019 20:36
785,Pilot,10,yes,Other designer,2,recognition,10,sansforgetica,regangle,non-word,Sure seen,1,seen,,1598,40,difficult to read,05-02-2019 20:36
786,Pilot,10,yes,Other designer,2,recognition,11,sansforgetica,expression,word,Probably seen,0.33333333333333337,non-seen,eight,1777,40,difficult to read,05-02-2019 20:36
787,Pilot,10,yes,Other designer,2,recognition,12,sansforgetica,everecting,non-word,Probably not seen,0.6666666666666667,non-seen,enound,1524,40,difficult to read,05-02-2019 20:36
788,Pilot,10,yes,Other designer,2,recognition,13,sansforgetica,remansion,non-word,Probably not seen,0.6666666666666667,non-seen,roaked,1527,40,difficult to read,05-02-2019 20:36
789,Pilot,10,yes,Other designer,2,recognition,14,sansforgetica,whing,non-word,Sure not seen,1,non-seen,warket,1561,40,difficult to read,05-02-2019 20:36
790,Pilot,10,yes,Other designer,2,recognition,15,sansforgetica,dressed,word,Sure seen,1,seen,,1560,40,difficult to read,05-02-2019 20:36
791,Pilot,10,yes,Other designer,2,recognition,16,sansforgetica,expected,word,Probably seen,0.33333333333333337,non-seen,entire,2471,40,difficult to read,05-02-2019 20:36
792,Pilot,11,yes,Non-designer,1,lexical,1,sansforgetica,minsuit,non-word,Sure non-word,1,,,1864,40,difficult to read,04-02-2019 16:30
793,Pilot,11,yes,Non-designer,1,lexical,2,sansforgetica,apponstedly,non-word,Sure non-word,1,,,1850,40,difficult to read,04-02-2019 16:30
794,Pilot,11,yes,Non-designer,1,lexical,3,sansforgetica,toward,word,Sure word,1,,,1606,40,difficult to read,04-02-2019 16:30
795,Pilot,11,yes,Non-designer,1,lexical,4,sansforgetica,island,word,Sure word,1,,,1096,40,difficult to read,04-02-2019 16:30
796,Pilot,11,yes,Non-designer,1,lexical,5,sansforgetica,maithfular,non-word,Sure non-word,1,,,2433,40,difficult to read,04-02-2019 16:30
797,Pilot,11,yes,Non-designer,1,lexical,6,sansforgetica,hanposed,non-word,Sure non-word,1,,,1847,40,difficult to read,04-02-2019 16:30
798,Pilot,11,yes,Non-designer,1,lexical,7,sansforgetica,considere,non-word,Sure non-word,1,,,1730,40,difficult to read,04-02-2019 16:30
799,Pilot,11,yes,Non-designer,1,lexical,8,sansforgetica,seriver,non-word,Sure non-word,1,,,1606,40,difficult to read,04-02-2019 16:30
800,Pilot,11,yes,Non-designer,1,lexical,9,sansforgetica,takes,word,Sure word,1,,,1775,40,difficult to read,04-02-2019 16:30
801,Pilot,11,yes,Non-designer,1,lexical,10,sansforgetica,treselved,non-word,Sure non-word,1,,,1800,40,difficult to read,04-02-2019 16:30
802,Pilot,11,yes,Non-designer,1,lexical,11,sansforgetica,people,word,Sure word,1,,,1457,40,difficult to read,04-02-2019 16:30
803,Pilot,11,yes,Non-designer,1,lexical,12,sansforgetica,distructs,non-word,Sure non-word,1,,,2799,40,difficult to read,04-02-2019 16:30
804,Pilot,11,yes,Non-designer,1,lexical,13,sansforgetica,individual,word,Sure word,1,,,1432,40,difficult to read,04-02-2019 16:30
805,Pilot,11,yes,Non-designer,1,lexical,14,sansforgetica,became,word,Sure word,1,,,1378,40,difficult to read,04-02-2019 16:30
806,Pilot,11,yes,Non-designer,1,lexical,15,sansforgetica,mental,word,Sure word,1,,,1056,40,difficult to read,04-02-2019 16:30
807,Pilot,11,yes,Non-designer,1,lexical,16,sansforgetica,expections,non-word,Sure non-word,1,,,1935,40,difficult to read,04-02-2019 16:30
808,Pilot,11,yes,Non-designer,1,lexical,17,sansforgetica,record,word,Sure word,1,,,1415,40,difficult to read,04-02-2019 16:30
809,Pilot,11,yes,Non-designer,1,lexical,18,sansforgetica,undimendent,non-word,Sure non-word,1,,,1826,40,difficult to read,04-02-2019 16:30
810,Pilot,11,yes,Non-designer,1,lexical,19,sansforgetica,industrial,word,Sure word,1,,,1462,40,difficult to read,04-02-2019 16:30
811,Pilot,11,yes,Non-designer,1,lexical,20,sansforgetica,brought,word,Sure word,1,,,1225,40,difficult to read,04-02-2019 16:30
812,Pilot,11,yes,Non-designer,1,recognition,1,sansforgetica,moster,non-word,Probably not seen,0.6666666666666667,non-seen,minsuit,2294,40,difficult to read,04-02-2019 16:30
813,Pilot,11,yes,Non-designer,1,recognition,2,sansforgetica,takes,word,Probably seen,0.6666666666666666,seen,,1632,40,difficult to read,04-02-2019 16:30
814,Pilot,11,yes,Non-designer,1,recognition,3,sansforgetica,indeed,word,Probably not seen,0.6666666666666667,non-seen,industrial,1785,40,difficult to read,04-02-2019 16:30
815,Pilot,11,yes,Non-designer,1,recognition,4,sansforgetica,island,word,Sure seen,1,seen,,1703,40,difficult to read,04-02-2019 16:30
816,Pilot,11,yes,Non-designer,1,recognition,5,sansforgetica,seriver,non-word,Probably not seen,0.3333333333333333,seen,,2664,40,difficult to read,04-02-2019 16:30
817,Pilot,11,yes,Non-designer,1,recognition,6,sansforgetica,considere,non-word,Sure not seen,0,seen,,2353,40,difficult to read,04-02-2019 16:30
818,Pilot,11,yes,Non-designer,1,recognition,7,sansforgetica,undimendent,non-word,Probably not seen,0.3333333333333333,seen,,6816,40,difficult to read,04-02-2019 16:30
819,Pilot,11,yes,Non-designer,1,recognition,8,sansforgetica,reaction,word,Probably not seen,0.6666666666666667,non-seen,record,1936,40,difficult to read,04-02-2019 16:30
820,Pilot,11,yes,Non-designer,1,recognition,9,sansforgetica,mocietary,non-word,Sure not seen,1,non-seen,maithfular,2919,40,difficult to read,04-02-2019 16:30
821,Pilot,11,yes,Non-designer,1,recognition,10,sansforgetica,horeations,non-word,Sure not seen,1,non-seen,hanposed,2241,40,difficult to read,04-02-2019 16:30
822,Pilot,11,yes,Non-designer,1,recognition,11,sansforgetica,bedroom,word,Sure not seen,1,non-seen,became,1935,40,difficult to read,04-02-2019 16:30
823,Pilot,11,yes,Non-designer,1,recognition,12,sansforgetica,individual,word,Probably seen,0.6666666666666666,seen,,1881,40,difficult to read,04-02-2019 16:30
824,Pilot,11,yes,Non-designer,1,recognition,13,sansforgetica,treselved,non-word,Sure seen,1,seen,,2264,40,difficult to read,04-02-2019 16:30
825,Pilot,11,yes,Non-designer,1,recognition,14,sansforgetica,methods,word,Probably not seen,0.6666666666666667,non-seen,mental,3488,40,difficult to read,04-02-2019 16:30
826,Pilot,11,yes,Non-designer,1,recognition,15,sansforgetica,brought,word,Probably seen,0.6666666666666666,seen,,1615,40,difficult to read,04-02-2019 16:30
827,Pilot,11,yes,Non-designer,1,recognition,16,sansforgetica,arror,non-word,Sure not seen,1,non-seen,apponstedly,2585,40,difficult to read,04-02-2019 16:30
828,Pilot,11,yes,Non-designer,2,lexical,1,inputsans,winnic,non-word,Sure non-word,1,,,2497,54,easy to read,04-02-2019 16:30
829,Pilot,11,yes,Non-designer,2,lexical,2,inputsans,melatisted,non-word,Sure non-word,1,,,2928,54,easy to read,04-02-2019 16:30
830,Pilot,11,yes,Non-designer,2,lexical,3,inputsans,gallowned,non-word,Sure non-word,1,,,1567,54,easy to read,04-02-2019 16:30
831,Pilot,11,yes,Non-designer,2,lexical,4,inputsans,shought,non-word,Sure non-word,1,,,1922,54,easy to read,04-02-2019 16:30
832,Pilot,11,yes,Non-designer,2,lexical,5,inputsans,machases,non-word,Sure non-word,1,,,1505,54,easy to read,04-02-2019 16:30
833,Pilot,11,yes,Non-designer,2,lexical,6,inputsans,hunneshed,non-word,Sure non-word,1,,,1101,54,easy to read,04-02-2019 16:30
834,Pilot,11,yes,Non-designer,2,lexical,7,inputsans,welfare,word,Sure word,1,,,1583,54,easy to read,04-02-2019 16:30
835,Pilot,11,yes,Non-designer,2,lexical,8,inputsans,plenty,word,Sure word,1,,,977,54,easy to read,04-02-2019 16:30
836,Pilot,11,yes,Non-designer,2,lexical,9,inputsans,employment,word,Sure word,1,,,1528,54,easy to read,04-02-2019 16:30
837,Pilot,11,yes,Non-designer,2,lexical,10,inputsans,afrifite,non-word,Sure non-word,1,,,2784,54,easy to read,04-02-2019 16:30
838,Pilot,11,yes,Non-designer,2,lexical,11,inputsans,bright,word,Sure word,1,,,1512,54,easy to read,04-02-2019 16:30
839,Pilot,11,yes,Non-designer,2,lexical,12,inputsans,belief,word,Sure word,1,,,952,54,easy to read,04-02-2019 16:30
840,Pilot,11,yes,Non-designer,2,lexical,13,inputsans,history,word,Sure word,1,,,1000,54,easy to read,04-02-2019 16:30
841,Pilot,11,yes,Non-designer,2,lexical,14,inputsans,pounds,word,Sure word,1,,,945,54,easy to read,04-02-2019 16:30
842,Pilot,11,yes,Non-designer,2,lexical,15,inputsans,monded,non-word,Sure non-word,1,,,1686,54,easy to read,04-02-2019 16:30
843,Pilot,11,yes,Non-designer,2,lexical,16,inputsans,asserworly,non-word,Sure non-word,1,,,1370,54,easy to read,04-02-2019 16:30
844,Pilot,11,yes,Non-designer,2,lexical,17,inputsans,carefully,word,Sure word,1,,,1663,54,easy to read,04-02-2019 16:30
845,Pilot,11,yes,Non-designer,2,lexical,18,inputsans,evening,word,Sure word,1,,,1087,54,easy to read,04-02-2019 16:30
846,Pilot,11,yes,Non-designer,2,lexical,19,inputsans,crevided,non-word,Sure non-word,1,,,1721,54,easy to read,04-02-2019 16:30
847,Pilot,11,yes,Non-designer,2,lexical,20,inputsans,birth,word,Sure word,1,,,1639,54,easy to read,04-02-2019 16:30
848,Pilot,11,yes,Non-designer,2,recognition,1,inputsans,career,word,Sure not seen,1,non-seen,carefully,2410,54,easy to read,04-02-2019 16:30
849,Pilot,11,yes,Non-designer,2,recognition,2,inputsans,pounds,word,Sure seen,1,seen,,1831,54,easy to read,04-02-2019 16:30
850,Pilot,11,yes,Non-designer,2,recognition,3,inputsans,crevided,non-word,Sure seen,1,seen,,1740,54,easy to read,04-02-2019 16:30
851,Pilot,11,yes,Non-designer,2,recognition,4,inputsans,sooked,non-word,Sure not seen,1,non-seen,shought,2084,54,easy to read,04-02-2019 16:30
852,Pilot,11,yes,Non-designer,2,recognition,5,inputsans,hunneshed,non-word,Probably not seen,0.3333333333333333,seen,,1930,54,easy to read,04-02-2019 16:30
853,Pilot,11,yes,Non-designer,2,recognition,6,inputsans,worelete,non-word,Sure not seen,1,non-seen,winnic,1823,54,easy to read,04-02-2019 16:30
854,Pilot,11,yes,Non-designer,2,recognition,7,inputsans,assumerater,non-word,Probably not seen,0.6666666666666667,non-seen,asserworly,2015,54,easy to read,04-02-2019 16:30
855,Pilot,11,yes,Non-designer,2,recognition,8,inputsans,prison,word,Sure not seen,1,non-seen,plenty,1905,54,easy to read,04-02-2019 16:30
856,Pilot,11,yes,Non-designer,2,recognition,9,inputsans,bright,word,Probably not seen,0.3333333333333333,seen,,2079,54,easy to read,04-02-2019 16:30
857,Pilot,11,yes,Non-designer,2,recognition,10,inputsans,history,word,Sure seen,1,seen,,1744,54,easy to read,04-02-2019 16:30
858,Pilot,11,yes,Non-designer,2,recognition,11,inputsans,welfare,word,Probably seen,0.6666666666666666,seen,,1920,54,easy to read,04-02-2019 16:30
859,Pilot,11,yes,Non-designer,2,recognition,12,inputsans,monded,non-word,Sure seen,1,seen,,1784,54,easy to read,04-02-2019 16:30
860,Pilot,11,yes,Non-designer,2,recognition,13,inputsans,election,word,Sure not seen,1,non-seen,evening,2432,54,easy to read,04-02-2019 16:30
861,Pilot,11,yes,Non-designer,2,recognition,14,inputsans,mealth,non-word,Probably not seen,0.6666666666666667,non-seen,machases,2081,54,easy to read,04-02-2019 16:30
862,Pilot,11,yes,Non-designer,2,recognition,15,inputsans,below,word,Probably seen,0.33333333333333337,non-seen,birth,1790,54,easy to read,04-02-2019 16:30
863,Pilot,11,yes,Non-designer,2,recognition,16,inputsans,melatisted,non-word,Probably seen,0.6666666666666666,seen,,1850,54,easy to read,04-02-2019 16:30
864,Pilot,12,yes,Non-designer,1,lexical,1,sansforgetica,bright,word,Sure word,1,,,3473,44,difficult to read,01-02-2019 17:03
865,Pilot,12,yes,Non-designer,1,lexical,2,sansforgetica,comehol,non-word,Sure non-word,1,,,1906,44,difficult to read,01-02-2019 17:03
866,Pilot,12,yes,Non-designer,1,lexical,3,sansforgetica,indernment,non-word,Sure non-word,1,,,1462,44,difficult to read,01-02-2019 17:03
867,Pilot,12,yes,Non-designer,1,lexical,4,sansforgetica,considenon,non-word,Sure non-word,1,,,1280,44,difficult to read,01-02-2019 17:03
868,Pilot,12,yes,Non-designer,1,lexical,5,sansforgetica,promised,word,Sure word,1,,,1440,44,difficult to read,01-02-2019 17:03
869,Pilot,12,yes,Non-designer,1,lexical,6,sansforgetica,teliquely,non-word,Sure non-word,1,,,1753,44,difficult to read,01-02-2019 17:03
870,Pilot,12,yes,Non-designer,1,lexical,7,sansforgetica,altional,non-word,Sure non-word,1,,,2032,44,difficult to read,01-02-2019 17:03
871,Pilot,12,yes,Non-designer,1,lexical,8,sansforgetica,murder,word,Sure word,1,,,1631,44,difficult to read,01-02-2019 17:03
872,Pilot,12,yes,Non-designer,1,lexical,9,sansforgetica,contact,word,Sure word,1,,,1256,44,difficult to read,01-02-2019 17:03
873,Pilot,12,yes,Non-designer,1,lexical,10,sansforgetica,disruptics,non-word,Sure non-word,1,,,2113,44,difficult to read,01-02-2019 17:03
874,Pilot,12,yes,Non-designer,1,lexical,11,sansforgetica,smaller,word,Sure word,1,,,1496,44,difficult to read,01-02-2019 17:03
875,Pilot,12,yes,Non-designer,1,lexical,12,sansforgetica,while,word,Sure word,1,,,1961,44,difficult to read,01-02-2019 17:03
876,Pilot,12,yes,Non-designer,1,lexical,13,sansforgetica,lunch,word,Sure word,1,,,1118,44,difficult to read,01-02-2019 17:03
877,Pilot,12,yes,Non-designer,1,lexical,14,sansforgetica,doors,word,Sure word,1,,,1066,44,difficult to read,01-02-2019 17:03
878,Pilot,12,yes,Non-designer,1,lexical,15,sansforgetica,pervice,non-word,Sure non-word,1,,,1575,44,difficult to read,01-02-2019 17:03
879,Pilot,12,yes,Non-designer,1,lexical,16,sansforgetica,papsy,non-word,Sure non-word,1,,,1119,44,difficult to read,01-02-2019 17:03
880,Pilot,12,yes,Non-designer,1,lexical,17,sansforgetica,perfory,non-word,Sure non-word,1,,,1040,44,difficult to read,01-02-2019 17:03
881,Pilot,12,yes,Non-designer,1,lexical,18,sansforgetica,exist,word,Sure word,1,,,1608,44,difficult to read,01-02-2019 17:03
882,Pilot,12,yes,Non-designer,1,lexical,19,sansforgetica,worth,word,Sure word,1,,,1112,44,difficult to read,01-02-2019 17:03
883,Pilot,12,yes,Non-designer,1,lexical,20,sansforgetica,explaign,non-word,Sure non-word,1,,,1697,44,difficult to read,01-02-2019 17:03
884,Pilot,12,yes,Non-designer,1,recognition,1,sansforgetica,smaller,word,Probably not seen,0.3333333333333333,seen,,3415,44,difficult to read,01-02-2019 17:03
885,Pilot,12,yes,Non-designer,1,recognition,2,sansforgetica,disruptics,non-word,Probably not seen,0.3333333333333333,seen,,2192,44,difficult to read,01-02-2019 17:03
886,Pilot,12,yes,Non-designer,1,recognition,3,sansforgetica,while,word,Probably not seen,0.3333333333333333,seen,,1855,44,difficult to read,01-02-2019 17:03
887,Pilot,12,yes,Non-designer,1,recognition,4,sansforgetica,cerfested,non-word,Sure not seen,1,non-seen,,2079,44,difficult to read,01-02-2019 17:03
888,Pilot,12,yes,Non-designer,1,recognition,5,sansforgetica,patcher,non-word,Sure not seen,1,non-seen,,1635,44,difficult to read,01-02-2019 17:03
889,Pilot,12,yes,Non-designer,1,recognition,6,sansforgetica,papsy,non-word,Probably seen,0.6666666666666666,seen,,3359,44,difficult to read,01-02-2019 17:03
890,Pilot,12,yes,Non-designer,1,recognition,7,sansforgetica,bright,word,Probably seen,0.6666666666666666,seen,,1576,44,difficult to read,01-02-2019 17:03
891,Pilot,12,yes,Non-designer,1,recognition,8,sansforgetica,proportion,word,Probably not seen,0.6666666666666667,non-seen,,1711,44,difficult to read,01-02-2019 17:03
892,Pilot,12,yes,Non-designer,1,recognition,9,sansforgetica,check,word,Probably not seen,0.6666666666666667,non-seen,,1632,44,difficult to read,01-02-2019 17:03
893,Pilot,12,yes,Non-designer,1,recognition,10,sansforgetica,experession,non-word,Sure not seen,1,non-seen,,2608,44,difficult to read,01-02-2019 17:03
894,Pilot,12,yes,Non-designer,1,recognition,11,sansforgetica,itaters,non-word,Sure not seen,1,non-seen,,1633,44,difficult to read,01-02-2019 17:03
895,Pilot,12,yes,Non-designer,1,recognition,12,sansforgetica,window,word,Probably seen,0.33333333333333337,non-seen,,1839,44,difficult to read,01-02-2019 17:03
896,Pilot,12,yes,Non-designer,1,recognition,13,sansforgetica,pervice,non-word,Probably seen,0.6666666666666666,seen,,1713,44,difficult to read,01-02-2019 17:03
897,Pilot,12,yes,Non-designer,1,recognition,14,sansforgetica,equal,word,Probably not seen,0.6666666666666667,non-seen,,2071,44,difficult to read,01-02-2019 17:03
898,Pilot,12,yes,Non-designer,1,recognition,15,sansforgetica,lunch,word,Probably seen,0.6666666666666666,seen,,1768,44,difficult to read,01-02-2019 17:03
899,Pilot,12,yes,Non-designer,1,recognition,16,sansforgetica,teliquely,non-word,Sure not seen,0,seen,,2168,44,difficult to read,01-02-2019 17:03
900,Pilot,12,yes,Non-designer,2,lexical,1,inputsans,derropround,non-word,Sure non-word,1,,,2289,57,very easy to read,01-02-2019 17:03
901,Pilot,12,yes,Non-designer,2,lexical,2,inputsans,farkeyary,non-word,Sure non-word,1,,,1551,57,very easy to read,01-02-2019 17:03
902,Pilot,12,yes,Non-designer,2,lexical,3,inputsans,closed,word,Sure word,1,,,2313,57,very easy to read,01-02-2019 17:03
903,Pilot,12,yes,Non-designer,2,lexical,4,inputsans,drankes,non-word,Sure non-word,1,,,1503,57,very easy to read,01-02-2019 17:03
904,Pilot,12,yes,Non-designer,2,lexical,5,inputsans,empefic,non-word,Sure non-word,1,,,1235,57,very easy to read,01-02-2019 17:03
905,Pilot,12,yes,Non-designer,2,lexical,6,inputsans,mostly,word,Sure word,1,,,1845,57,very easy to read,01-02-2019 17:03
906,Pilot,12,yes,Non-designer,2,lexical,7,inputsans,object,word,Sure word,1,,,1319,57,very easy to read,01-02-2019 17:03
907,Pilot,12,yes,Non-designer,2,lexical,8,inputsans,muscles,word,Sure word,1,,,1373,57,very easy to read,01-02-2019 17:03
908,Pilot,12,yes,Non-designer,2,lexical,9,inputsans,bettems,non-word,Sure non-word,1,,,1743,57,very easy to read,01-02-2019 17:03
909,Pilot,12,yes,Non-designer,2,lexical,10,inputsans,achieved,word,Sure word,1,,,1831,57,very easy to read,01-02-2019 17:03
910,Pilot,12,yes,Non-designer,2,lexical,11,inputsans,capossed,non-word,Sure non-word,1,,,1770,57,very easy to read,01-02-2019 17:03
911,Pilot,12,yes,Non-designer,2,lexical,12,inputsans,waiting,word,Sure word,1,,,1743,57,very easy to read,01-02-2019 17:03
912,Pilot,12,yes,Non-designer,2,lexical,13,inputsans,norryons,non-word,Sure non-word,1,,,1894,57,very easy to read,01-02-2019 17:03
913,Pilot,12,yes,Non-designer,2,lexical,14,inputsans,eather,non-word,Sure non-word,1,,,1393,57,very easy to read,01-02-2019 17:03
914,Pilot,12,yes,Non-designer,2,lexical,15,inputsans,sister,word,Sure word,1,,,1336,57,very easy to read,01-02-2019 17:03
915,Pilot,12,yes,Non-designer,2,lexical,16,inputsans,series,word,Sure word,1,,,968,57,very easy to read,01-02-2019 17:03
916,Pilot,12,yes,Non-designer,2,lexical,17,inputsans,coods,non-word,Sure non-word,1,,,1408,57,very easy to read,01-02-2019 17:03
917,Pilot,12,yes,Non-designer,2,lexical,18,inputsans,splectore,non-word,Sure non-word,1,,,1216,57,very easy to read,01-02-2019 17:03
918,Pilot,12,yes,Non-designer,2,lexical,19,inputsans,evidence,word,Sure word,1,,,1680,57,very easy to read,01-02-2019 17:03
919,Pilot,12,yes,Non-designer,2,lexical,20,inputsans,coffee,word,Sure non-word,0,,,1321,57,very easy to read,01-02-2019 17:03
