"Fluent","Designer","studyid","test_1_lexical_1","test_1_lexical_2","test_1_lexical_3","test_1_lexical_4","test_1_lexical_5","test_1_lexical_6","test_1_lexical_7","test_1_lexical_8","test_1_lexical_9","test_1_lexical_10","test_1_lexical_11","test_1_lexical_12","test_1_lexical_13","test_1_lexical_14","test_1_lexical_15","test_1_lexical_16","test_1_lexical_17","test_1_lexical_18","test_1_lexical_19","test_1_lexical_20","test_1_remember","test_1_legibility","test_1_recognition_1","test_1_recognition_2","test_1_recognition_3","test_1_recognition_4","test_1_recognition_5","test_1_recognition_6","test_1_recognition_7","test_1_recognition_8","test_1_recognition_9","test_1_recognition_10","test_1_recognition_11","test_1_recognition_12","test_1_recognition_13","test_1_recognition_14","test_1_recognition_15","test_1_recognition_16","test_2_lexical_1","test_2_lexical_2","test_2_lexical_3","test_2_lexical_4","test_2_lexical_5","test_2_lexical_6","test_2_lexical_7","test_2_lexical_8","test_2_lexical_9","test_2_lexical_10","test_2_lexical_11","test_2_lexical_12","test_2_lexical_13","test_2_lexical_14","test_2_lexical_15","test_2_lexical_16","test_2_lexical_17","test_2_lexical_18","test_2_lexical_19","test_2_lexical_20","test_2_remember","test_2_legibility","test_2_recognition_1","test_2_recognition_2","test_2_recognition_3","test_2_recognition_4","test_2_recognition_5","test_2_recognition_6","test_2_recognition_7","test_2_recognition_8","test_2_recognition_9","test_2_recognition_10","test_2_recognition_11","test_2_recognition_12","test_2_recognition_13","test_2_recognition_14","test_2_recognition_15","test_2_recognition_16","",""
"yes","Non-designer","1","arial, word, together, Sure word, 2128","arial, word, contact, Sure word, 1871","arial, non-word, minned, Probably non-word, 2760","arial, word, painting, Sure word, 2350","arial, non-word, lunnest, Probably non-word, 2803","arial, non-word, thiles, Probably non-word, 3556","arial, non-word, brisis, Probably non-word, 5041","arial, word, older, Sure word, 2270","arial, word, spread, Sure word, 4089","arial, word, managed, Sure word, 1697","arial, non-word, narnisite, Probably non-word, 4788","arial, word, organized, Sure word, 2055","arial, non-word, mocietary, Probably non-word, 3333","arial, non-word, convence, Probably non-word, 8581","arial, non-word, exectorial, Probably word, 6800","arial, non-word, lodieves, Probably non-word, 2559","arial, word, store, Sure word, 1824","arial, word, normal, Sure word, 2374","arial, word, opening, Sure word, 1820","arial, non-word, drankes, Probably non-word, 2820","92","very easy to read","arial, word, together, seen, together, Sure seen, 3387","arial, word, operations, non-seen, opening, Sure not seen, 2814","arial, word, managed, seen, managed, Sure seen, 2100","arial, non-word, mocietary, seen, mocietary, Sure seen, 2953","arial, non-word, conventment, non-seen, convence, Sure not seen, 3167","arial, non-word, lunnest, seen, lunnest, Sure seen, 2236","arial, word, opened, non-seen, older, Sure not seen, 5030","arial, non-word, lodieves, seen, lodieves, Sure seen, 4863","arial, non-word, narnisite, seen, narnisite, Sure seen, 2442","arial, word, store, seen, store, Sure not seen, 3686","arial, non-word, minsuit, non-seen, minned, Sure not seen, 2356","arial, non-word, brives, non-seen, brisis, Sure not seen, 2316","arial, non-word, dreentic, non-seen, drankes, Sure not seen, 1838","arial, word, spread, seen, spread, Sure not seen, 2322","arial, word, original, non-seen, organized, Sure seen, 2407","arial, word, content, non-seen, contact, Sure not seen, 2090","sansforgetica, non-word, reating, Probably non-word, 6844","sansforgetica, word, department, Sure word, 1999","sansforgetica, word, otherwise, Sure word, 2447","sansforgetica, non-word, hapording, Probably non-word, 3191","sansforgetica, non-word, nommidated, Probably non-word, 4714","sansforgetica, word, support, Sure word, 2165","sansforgetica, word, sight, Sure word, 1741","sansforgetica, word, build, Sure word, 1840","sansforgetica, word, feels, Sure word, 2448","sansforgetica, non-word, plactarshed, Sure non-word, 5986","sansforgetica, non-word, schieverily, Sure non-word, 2653","sansforgetica, word, style, Sure word, 2062","sansforgetica, non-word, masuld, Sure non-word, 2423","sansforgetica, non-word, considenon, Sure non-word, 5256","sansforgetica, word, religious, Sure word, 2010","sansforgetica, word, increasing, Sure word, 2167","sansforgetica, word, imagine, Sure word, 1933","sansforgetica, non-word, fighly, Sure non-word, 2953","sansforgetica, non-word, morward, Sure non-word, 5925","sansforgetica, non-word, autteuvrity, Sure non-word, 2545","89","difficult to read","sansforgetica, non-word, autteuvrity, seen, autteuvrity, Sure not seen, 2611","sansforgetica, word, remain, non-seen, religious, Probably not seen, 8072","sansforgetica, word, ought, non-seen, otherwise, Sure not seen, 2328","sansforgetica, non-word, nontrantion, non-seen, nommidated, Sure not seen, 2707","sansforgetica, non-word, matisiber, non-seen, masuld, Sure not seen, 1998","sansforgetica, word, fellow, non-seen, feels, Sure not seen, 2288","sansforgetica, non-word, happered, non-seen, hapording, Sure not seen, 2576","sansforgetica, word, imagine, seen, imagine, Sure seen, 2051","sansforgetica, word, increasing, seen, increasing, Sure seen, 2313","sansforgetica, non-word, reating, seen, reating, Sure seen, 4430","sansforgetica, word, supposed, non-seen, support, Sure not seen, 2611","sansforgetica, word, department, seen, department, Sure seen, 2333","sansforgetica, non-word, moster, non-seen, morward, Sure not seen, 2763","sansforgetica, non-word, considenon, seen, considenon, Sure seen, 2652","sansforgetica, word, sight, seen, sight, Sure seen, 2059","sansforgetica, non-word, plactarshed, seen, plactarshed, Sure seen, 2188","2314796","11-04-2019 08:33"
"yes","Graphic designer","1","sansforgetica, non-word, romoting, Probably non-word, 5490","sansforgetica, non-word, disartanter, Probably non-word, 2903","sansforgetica, non-word, goverpream, Sure non-word, 3431","sansforgetica, non-word, dissehons, Probably non-word, 8281","sansforgetica, word, hands, Sure word, 3151","sansforgetica, non-word, occumeted, Probably word, 2744","sansforgetica, word, bring, Sure word, 1474","sansforgetica, word, fifty, Sure word, 1215","sansforgetica, word, called, Sure word, 1171","sansforgetica, non-word, surcenters, Probably word, 3925","sansforgetica, word, daughter, Sure word, 1890","sansforgetica, word, cause, Sure word, 1069","sansforgetica, word, learning, Sure word, 1102","sansforgetica, non-word, excent, Sure word, 2609","sansforgetica, non-word, rould, Probably word, 3319","sansforgetica, non-word, refectuning, Probably word, 3984","sansforgetica, non-word, impording, Probably non-word, 2982","sansforgetica, word, advice, Sure word, 1405","sansforgetica, word, playing, Sure word, 1383","sansforgetica, word, spread, Sure word, 1521","65","ok","sansforgetica, word, affairs, non-seen, advice, Sure not seen, 6234","sansforgetica, word, calling, non-seen, called, Probably seen, 2440","sansforgetica, non-word, romoting, seen, romoting, Probably seen, 4017","sansforgetica, word, bring, seen, bring, Sure seen, 1249","sansforgetica, non-word, rountes, non-seen, rould, Sure seen, 1790","sansforgetica, non-word, suronder, non-seen, surcenters, Sure not seen, 3902","sansforgetica, non-word, disartanter, seen, disartanter, Probably seen, 3262","sansforgetica, word, happened, non-seen, hands, Sure not seen, 1789","sansforgetica, non-word, occumeted, seen, occumeted, Sure seen, 2059","sansforgetica, non-word, gradboate, non-seen, goverpream, Probably not seen, 4512","sansforgetica, word, cause, seen, cause, Sure seen, 1506","sansforgetica, word, daughter, seen, daughter, Sure seen, 980","sansforgetica, non-word, refectuning, seen, refectuning, Sure seen, 2115","sansforgetica, word, spring, non-seen, spread, Sure not seen, 1913","sansforgetica, word, playing, seen, playing, Sure seen, 2295","sansforgetica, non-word, impreasive, non-seen, impording, Probably not seen, 1947","arial, word, might, Sure word, 4713","arial, word, pattern, Sure word, 1014","arial, word, position, Sure word, 1147","arial, non-word, towever, Probably word, 2779","arial, word, becoming, Sure word, 1485","arial, non-word, speciah, Sure non-word, 3216","arial, non-word, meade, Sure word, 1633","arial, non-word, momorned, Sure non-word, 3061","arial, word, charge, Sure word, 1248","arial, non-word, miney, Probably word, 1721","arial, word, property, Sure word, 1360","arial, non-word, conscioning, Probably non-word, 2375","arial, non-word, schoon, Probably non-word, 1957","arial, word, needed, Sure word, 1261","arial, word, occasion, Sure word, 1428","arial, non-word, histemence, Probably word, 2384","arial, word, cannot, Sure word, 1295","arial, word, found, Sure word, 821","arial, non-word, catuirented, Probably non-word, 3984","arial, non-word, natender, Probably non-word, 1484","70","very easy to read","arial, word, peace, non-seen, pattern, Sure not seen, 2373","arial, non-word, natender, seen, natender, Sure seen, 1743","arial, non-word, specination, non-seen, speciah, Probably seen, 1870","arial, word, cannot, seen, cannot, Sure seen, 1169","arial, word, bedroom, non-seen, becoming, Sure not seen, 1743","arial, non-word, meade, seen, meade, Sure seen, 1350","arial, non-word, momorned, seen, momorned, Sure seen, 1373","arial, non-word, catuirented, seen, catuirented, Sure seen, 1046","arial, word, miles, non-seen, might, Sure not seen, 1396","arial, word, position, seen, position, Sure not seen, 1507","arial, non-word, consicular, non-seen, conscioning, Sure not seen, 2081","arial, word, occurred, non-seen, occasion, Sure not seen, 1564","arial, non-word, mingerned, non-seen, miney, Sure not seen, 2003","arial, word, charge, seen, charge, Sure seen, 1316","arial, non-word, scientable, non-seen, schoon, Sure not seen, 1306","arial, word, needed, seen, needed, Sure seen, 2034","2314576","11-04-2019 08:12"
"yes","Non-designer","1","sansforgetica, word, soldiers, Sure word, 2585","sansforgetica, word, wealth, Sure word, 1223","sansforgetica, word, playing, Sure word, 1320","sansforgetica, word, project, Sure word, 1152","sansforgetica, non-word, applictable, Sure non-word, 4040","sansforgetica, non-word, beausance, Sure non-word, 4808","sansforgetica, non-word, fraditted, Sure non-word, 2472","sansforgetica, word, almost, Sure word, 2175","sansforgetica, non-word, intersive, Sure non-word, 5904","sansforgetica, word, police, Sure word, 2201","sansforgetica, non-word, curonoms, Probably non-word, 5433","sansforgetica, non-word, accation, Probably non-word, 2464","sansforgetica, word, across, Sure word, 2215","sansforgetica, word, guilty, Sure word, 1441","sansforgetica, word, given, Sure word, 1135","sansforgetica, word, generally, Sure word, 2353","sansforgetica, non-word, exerional, Sure non-word, 4321","sansforgetica, non-word, taked, Sure non-word, 2437","sansforgetica, non-word, unformately, Sure non-word, 4480","sansforgetica, non-word, violetic, Sure non-word, 2448","50","ok","sansforgetica, non-word, frafering, non-seen, fraditted, Sure not seen, 8384","sansforgetica, word, solution, non-seen, soldiers, Sure not seen, 1904","sansforgetica, word, pleased, non-seen, playing, Sure not seen, 1871","sansforgetica, non-word, accephysive, non-seen, accation, Sure not seen, 2232","sansforgetica, non-word, beausance, seen, beausance, Sure seen, 2391","sansforgetica, word, policies, non-seen, police, Probably not seen, 7737","sansforgetica, non-word, viried, non-seen, violetic, Probably not seen, 6329","sansforgetica, word, generation, non-seen, generally, Sure not seen, 2358","sansforgetica, word, given, seen, given, Sure not seen, 2576","sansforgetica, non-word, exerional, seen, exerional, Sure seen, 2585","sansforgetica, non-word, calate, non-seen, curonoms, Probably not seen, 3103","sansforgetica, non-word, applictable, seen, applictable, Probably seen, 2841","sansforgetica, word, wealth, seen, wealth, Sure seen, 1864","sansforgetica, word, guilty, seen, guilty, Sure seen, 999","sansforgetica, word, almost, seen, almost, Sure seen, 1098","sansforgetica, non-word, taked, seen, taked, Sure seen, 1680","arial, non-word, underation, Sure non-word, 3552","arial, word, respect, Sure word, 1712","arial, word, school, Sure word, 1488","arial, non-word, beckeys, Probably non-word, 3252","arial, non-word, brisis, Probably non-word, 6494","arial, word, operations, Sure word, 1760","arial, word, spoke, Sure word, 1342","arial, word, college, Sure word, 1152","arial, word, colonel, Sure word, 1617","arial, non-word, comehol, Sure non-word, 3103","arial, non-word, amonged, Sure non-word, 2129","arial, word, opening, Sure word, 1824","arial, word, local, Sure word, 2727","arial, non-word, depernment, Sure non-word, 3297","arial, word, alive, Sure word, 1791","arial, word, comes, Sure word, 2169","arial, non-word, gathdrent, Probably non-word, 2119","arial, non-word, prohialized, Probably non-word, 3753","arial, non-word, aponoments, Sure non-word, 2447","arial, non-word, goventunity, Sure non-word, 1553","50","very easy to read","arial, word, college, seen, college, Sure seen, 3335","arial, word, spread, non-seen, spoke, Probably seen, 1632","arial, non-word, depernment, seen, depernment, Probably seen, 2336","arial, non-word, amonged, seen, amonged, Sure seen, 1752","arial, word, longer, non-seen, local, Sure not seen, 1832","arial, word, alive, seen, alive, Sure not seen, 1403","arial, non-word, gatimasher, non-seen, gathdrent, Sure not seen, 1477","arial, word, opinion, non-seen, operations, Sure not seen, 1504","arial, non-word, brisis, seen, brisis, Sure seen, 1936","arial, word, response, non-seen, respect, Probably not seen, 2088","arial, non-word, becret, non-seen, beckeys, Sure not seen, 2632","arial, non-word, promatic, non-seen, prohialized, Sure not seen, 1864","arial, word, school, seen, school, Sure seen, 1432","arial, non-word, comempted, non-seen, comehol, Probably seen, 2409","arial, non-word, goventunity, seen, goventunity, Sure seen, 1871","arial, word, comes, seen, comes, Sure seen, 1129","2309898","10-04-2019 21:00"
"yes","Letter designer","1","sansforgetica, non-word, leasumated, Sure non-word, 43209","sansforgetica, word, systems, Sure word, 2042","sansforgetica, non-word, assappead, Sure non-word, 34416","sansforgetica, non-word, sublisely, Sure non-word, 12512","sansforgetica, non-word, dreentic, Probably non-word, 17215","sansforgetica, word, highly, Sure word, 2354","sansforgetica, non-word, veginnity, Probably non-word, 39696","sansforgetica, non-word, nontresnate, Probably non-word, 22148","sansforgetica, non-word, assolution, Probably word, 61299","sansforgetica, non-word, moverture, Probably non-word, 32076","sansforgetica, word, dozen, Sure word, 14763","sansforgetica, word, whether, Sure word, 1584","sansforgetica, word, growing, Sure word, 2468","sansforgetica, word, prison, Sure word, 16752","sansforgetica, non-word, auttlefites, Sure non-word, 35924","sansforgetica, word, companies, Sure word, 2454","sansforgetica, word, importance, Sure word, 1466","sansforgetica, word, achieved, Sure word, 1230","sansforgetica, word, nature, Sure word, 1230","sansforgetica, non-word, wetween, Sure non-word, 29337","28","difficult to read","sansforgetica, word, grown, non-seen, growing, Probably not seen, 5591","sansforgetica, non-word, wetween, seen, wetween, Sure seen, 2772","sansforgetica, non-word, dreentic, seen, dreentic, Sure seen, 1426","sansforgetica, word, nearly, non-seen, nature, Probably not seen, 2944","sansforgetica, word, drawn, non-seen, dozen, Probably not seen, 1589","sansforgetica, non-word, leauty, non-seen, leasumated, Probably not seen, 1303","sansforgetica, word, prison, seen, prison, Sure seen, 2032","sansforgetica, word, achieved, seen, achieved, Probably seen, 2574","sansforgetica, non-word, nords, non-seen, nontresnate, Sure not seen, 2618","sansforgetica, word, importance, seen, importance, Sure not seen, 1288","sansforgetica, non-word, moverture, seen, moverture, Sure seen, 2248","sansforgetica, word, systems, seen, systems, Sure not seen, 5116","sansforgetica, word, while, non-seen, whether, Sure not seen, 1107","sansforgetica, non-word, awallized, non-seen, auttlefites, Sure not seen, 1400","sansforgetica, non-word, substriture, non-seen, sublisely, Sure not seen, 2452","sansforgetica, non-word, assappead, seen, assappead, Sure seen, 3012","arial, non-word, discialness, Sure non-word, 27017","arial, word, somewhat, Sure word, 1955","arial, non-word, suggesent, Sure non-word, 17378","arial, word, equal, Sure word, 2072","arial, word, ordinary, Sure word, 3379","arial, word, evidence, Sure word, 1254","arial, non-word, venerweared, Probably non-word, 3718","arial, word, frightened, Sure word, 2276","arial, non-word, valowing, Probably non-word, 2975","arial, non-word, sugoselves, Sure non-word, 3915","arial, non-word, cleep, Probably non-word, 9325","arial, word, everything, Sure word, 1483","arial, non-word, governmence, Sure non-word, 17891","arial, non-word, cheir, Sure non-word, 2074","arial, word, mostly, Sure word, 1812","arial, non-word, internably, Probably non-word, 4298","arial, non-word, tramines, Probably non-word, 3937","arial, word, communist, Sure word, 2452","arial, word, totally, Sure word, 1167","arial, word, amount, Sure word, 959","76","very easy to read","arial, word, exactly, non-seen, evidence, Sure seen, 6858","arial, word, communist, seen, communist, Sure seen, 1132","arial, non-word, cleep, seen, cleep, Sure seen, 1385","arial, non-word, varearing, non-seen, valowing, Sure seen, 973","arial, word, somewhere, non-seen, somewhat, Probably not seen, 6595","arial, non-word, sugoselves, seen, sugoselves, Sure seen, 2317","arial, non-word, cheneved, non-seen, cheir, Sure not seen, 2723","arial, non-word, intersift, non-seen, internably, Sure not seen, 1158","arial, word, mother, non-seen, mostly, Sure not seen, 1053","arial, word, totally, seen, totally, Sure seen, 1935","arial, word, frightened, seen, frightened, Probably not seen, 2978","arial, non-word, sugmaling, non-seen, suggesent, Sure not seen, 2604","arial, word, organized, non-seen, ordinary, Sure not seen, 1344","arial, non-word, governmence, seen, governmence, Sure seen, 2324","arial, word, everything, seen, everything, Sure seen, 1167","arial, non-word, discialness, seen, discialness, Sure seen, 4415","2302333","10-04-2019 08:56"
"yes","Non-designer","1","sansforgetica, word, determined, Sure word, 11442","sansforgetica, word, pattern, Sure word, 5696","sansforgetica, word, theatre, Sure word, 8245","sansforgetica, non-word, wetween, Sure non-word, 5175","sansforgetica, non-word, editising, Probably non-word, 6925","sansforgetica, non-word, morricit, Sure non-word, 7758","sansforgetica, word, reached, Sure word, 3599","sansforgetica, non-word, likelf, Sure non-word, 4411","sansforgetica, non-word, primals, Probably word, 5789","sansforgetica, word, cause, Sure word, 2117","sansforgetica, word, marriage, Sure word, 7266","sansforgetica, word, country, Sure word, 2613","sansforgetica, word, hospital, Sure word, 1994","sansforgetica, word, figure, Sure word, 4279","sansforgetica, non-word, hapording, Sure non-word, 7645","sansforgetica, non-word, plactarshed, Probably non-word, 6756","sansforgetica, non-word, regangle, Sure non-word, 6562","sansforgetica, word, enormous, Sure word, 2924","sansforgetica, non-word, foreass, Probably non-word, 6488","sansforgetica, non-word, moundays, Sure non-word, 3291","78","ok","sansforgetica, word, married, non-seen, marriage, Probably not seen, 14748","sansforgetica, non-word, pritain, non-seen, primals, Sure not seen, 3827","sansforgetica, non-word, moventive, non-seen, moundays, Sure not seen, 3423","sansforgetica, non-word, linally, non-seen, likelf, Sure not seen, 3274","sansforgetica, word, peace, non-seen, pattern, Sure not seen, 2366","sansforgetica, non-word, morricit, seen, morricit, Probably not seen, 7378","sansforgetica, word, cause, seen, cause, Sure seen, 3726","sansforgetica, word, reaction, non-seen, reached, Sure seen, 1471","sansforgetica, word, hospital, seen, hospital, Sure seen, 1192","sansforgetica, non-word, editising, seen, editising, Sure seen, 2759","sansforgetica, word, enormous, seen, enormous, Sure seen, 1592","sansforgetica, non-word, whaiming, non-seen, wetween, Sure not seen, 4594","sansforgetica, non-word, hapording, seen, hapording, Probably not seen, 4216","sansforgetica, word, their, non-seen, theatre, Probably not seen, 2712","sansforgetica, non-word, regangle, seen, regangle, Sure seen, 3622","sansforgetica, word, figure, seen, figure, Sure seen, 1867","arial, non-word, couled, Sure non-word, 5143","arial, word, holiday, Sure word, 4048","arial, non-word, systed, Sure non-word, 2579","arial, non-word, calculgical, Sure non-word, 1727","arial, word, million, Sure word, 2251","arial, non-word, commissful, Sure non-word, 2763","arial, non-word, suronder, Sure non-word, 1366","arial, non-word, wassia, Sure non-word, 1457","arial, non-word, caughtly, Sure non-word, 1909","arial, non-word, conferical, Sure non-word, 3785","arial, word, expected, Sure word, 2242","arial, word, effect, Sure word, 1192","arial, word, entered, Sure word, 3268","arial, word, driving, Sure word, 1202","arial, word, appropriate, Sure word, 2632","arial, non-word, treselved, Sure non-word, 2433","arial, word, rising, Sure word, 2216","arial, word, process, Sure word, 1089","arial, non-word, aggreciled, Sure non-word, 2195","arial, word, economic, Sure word, 2707","83","very easy to read","arial, word, appropriate, seen, appropriate, Sure seen, 4923","arial, non-word, calculgical, seen, calculgical, Probably not seen, 8934","arial, non-word, compaganth, non-seen, commissful, Sure not seen, 6875","arial, word, rising, seen, rising, Sure seen, 2263","arial, non-word, aggreciled, seen, aggreciled, Probably not seen, 3116","arial, word, hoped, non-seen, holiday, Probably not seen, 3767","arial, non-word, couled, seen, couled, Probably not seen, 4363","arial, non-word, syster, non-seen, systed, Sure not seen, 2829","arial, word, effect, seen, effect, Sure seen, 2279","arial, word, expensive, non-seen, expected, Sure seen, 3030","arial, non-word, trevation, non-seen, treselved, Sure not seen, 2499","arial, word, entered, seen, entered, Probably seen, 5056","arial, non-word, confersate, non-seen, conferical, Sure not seen, 2561","arial, word, dropped, non-seen, driving, Sure not seen, 3623","arial, word, economy, non-seen, economic, Probably seen, 10013","arial, non-word, suronder, seen, suronder, Probably seen, 7575","2301780","10-04-2019 08:15"
"yes","Graphic designer","1","arial, non-word, respantive, Probably word, 5357","arial, non-word, voiled, Probably word, 3451","arial, word, meant, Sure word, 2622","arial, word, often, Sure word, 1552","arial, word, difficulty, Sure word, 2407","arial, non-word, splectore, Probably word, 2935","arial, word, ordered, Sure word, 1913","arial, non-word, preeding, Sure word, 3037","arial, non-word, patcher, Sure word, 2234","arial, word, radio, Sure word, 1471","arial, word, previous, Sure word, 3385","arial, word, central, Sure word, 1622","arial, non-word, cormaning, Probably word, 5699","arial, non-word, uneard, Probably word, 4602","arial, word, peace, Sure word, 2026","arial, word, passing, Sure word, 1317","arial, non-word, grawn, Sure word, 1820","arial, non-word, taked, Probably non-word, 6414","arial, non-word, philogrand, Sure word, 6388","arial, word, necessary, Sure word, 1793","80","easy to read","arial, word, pattern, non-seen, passing, Sure not seen, 5970","arial, word, previous, seen, previous, Probably seen, 3846","arial, non-word, preeding, seen, preeding, Sure seen, 2802","arial, non-word, pearmas, non-seen, patcher, Sure not seen, 2337","arial, non-word, tealissed, non-seen, taked, Sure not seen, 1948","arial, word, raised, non-seen, radio, Sure not seen, 1699","arial, word, people, non-seen, peace, Sure not seen, 1426","arial, word, central, seen, central, Sure seen, 1688","arial, word, needed, non-seen, necessary, Probably seen, 3284","arial, non-word, splectore, seen, splectore, Probably seen, 2262","arial, non-word, resperation, non-seen, respantive, Probably seen, 2288","arial, word, ordered, seen, ordered, Probably seen, 3667","arial, non-word, philogrand, seen, philogrand, Sure seen, 2318","arial, non-word, grazy, non-seen, grawn, Probably not seen, 3260","arial, non-word, cormaning, seen, cormaning, Probably not seen, 3362","arial, word, meant, seen, meant, Probably not seen, 2117","sansforgetica, non-word, bettems, Probably non-word, 7477","sansforgetica, non-word, batcough, Probably non-word, 4535","sansforgetica, word, personal, Sure word, 2070","sansforgetica, non-word, moundays, Probably non-word, 5410","sansforgetica, non-word, alreado, Probably non-word, 6356","sansforgetica, non-word, polloways, Probably word, 2679","sansforgetica, word, service, Sure word, 1709","sansforgetica, word, grown, Sure word, 1204","sansforgetica, word, affairs, Sure word, 1171","sansforgetica, non-word, algeres, Sure word, 2508","sansforgetica, non-word, presittes, Probably non-word, 3647","sansforgetica, word, approach, Sure word, 1956","sansforgetica, word, bottom, Sure word, 2012","sansforgetica, word, impossible, Sure word, 1216","sansforgetica, word, seriously, Sure word, 1046","sansforgetica, word, outside, Sure word, 1272","sansforgetica, non-word, retter, Probably word, 2713","sansforgetica, non-word, cheir, Probably word, 2405","sansforgetica, non-word, narnisite, Probably non-word, 2599","sansforgetica, word, reports, Sure word, 2688","81","ok","sansforgetica, word, service, seen, service, Sure seen, 2620","sansforgetica, word, afford, non-seen, affairs, Sure seen, 2712","sansforgetica, non-word, retter, seen, retter, Sure seen, 1495","sansforgetica, word, personal, seen, personal, Sure seen, 1137","sansforgetica, non-word, cheir, seen, cheir, Sure seen, 1070","sansforgetica, word, approach, seen, approach, Sure seen, 954","sansforgetica, non-word, pretectely, non-seen, presittes, Probably not seen, 3569","sansforgetica, word, bought, non-seen, bottom, Probably not seen, 1461","sansforgetica, non-word, alime, non-seen, algeres, Probably not seen, 1632","sansforgetica, word, object, non-seen, outside, Probably seen, 3126","sansforgetica, non-word, moundays, seen, moundays, Sure seen, 1530","sansforgetica, non-word, beausance, non-seen, batcough, Probably not seen, 2250","sansforgetica, non-word, birst, non-seen, bettems, Probably not seen, 1350","sansforgetica, non-word, narnisite, seen, narnisite, Sure seen, 2092","sansforgetica, word, required, non-seen, reports, Probably not seen, 1497","sansforgetica, word, grown, seen, grown, Sure seen, 1597","2300186","10-04-2019 06:04"
"yes","Non-designer","1","arial, word, industrial, Sure word, 4985","arial, word, nobody, Sure word, 2591","arial, word, information, Sure word, 1211","arial, word, principle, Sure word, 2430","arial, non-word, neacten, Sure non-word, 4106","arial, word, political, Sure word, 2228","arial, word, bring, Sure word, 1339","arial, word, modern, Sure word, 1091","arial, non-word, orgument, Sure non-word, 2588","arial, non-word, batcough, Probably non-word, 3645","arial, non-word, lither, Probably word, 2497","arial, non-word, perind, Sure non-word, 3579","arial, non-word, starish, Probably non-word, 3813","arial, word, legal, Sure word, 1766","arial, non-word, plactarshed, Sure non-word, 3083","arial, non-word, perfory, Probably non-word, 2205","arial, non-word, arould, Sure non-word, 2847","arial, word, smell, Sure word, 1743","arial, word, bottle, Sure word, 1395","arial, non-word, cenism, Probably non-word, 2296","75","very easy to read","arial, non-word, perman, non-seen, perind, Sure not seen, 3778","arial, word, legal, seen, legal, Sure seen, 1835","arial, non-word, pericer, non-seen, perfory, Sure not seen, 2418","arial, non-word, neceeducted, non-seen, neacten, Sure not seen, 1304","arial, word, nobody, seen, nobody, Probably seen, 2937","arial, non-word, lither, seen, lither, Sure seen, 2768","arial, word, inside, non-seen, information, Sure not seen, 3498","arial, non-word, batcough, seen, batcough, Sure seen, 2589","arial, non-word, centent, non-seen, cenism, Probably not seen, 4465","arial, word, bottom, non-seen, bottle, Sure not seen, 1970","arial, non-word, arould, seen, arould, Sure seen, 2485","arial, non-word, orgument, seen, orgument, Sure seen, 2555","arial, word, british, non-seen, bring, Sure not seen, 3449","arial, word, smiled, non-seen, smell, Sure not seen, 1670","arial, word, political, seen, political, Sure seen, 2036","arial, word, industrial, seen, industrial, Sure seen, 1225","sansforgetica, non-word, pericer, Sure non-word, 8111","sansforgetica, word, north, Sure word, 2386","sansforgetica, non-word, normit, Sure non-word, 2711","sansforgetica, word, neither, Sure word, 1880","sansforgetica, non-word, assinquent, Probably non-word, 2609","sansforgetica, non-word, mingerned, Sure non-word, 3805","sansforgetica, word, brought, Sure word, 2011","sansforgetica, non-word, batchdour, Sure non-word, 5289","sansforgetica, non-word, begar, Sure non-word, 3858","sansforgetica, word, stage, Sure word, 1857","sansforgetica, non-word, increved, Probably non-word, 2059","sansforgetica, word, organized, Sure word, 2248","sansforgetica, word, decided, Sure word, 1208","sansforgetica, word, staff, Sure word, 1021","sansforgetica, non-word, antendship, Probably non-word, 3791","sansforgetica, non-word, pereatents, Sure non-word, 4512","sansforgetica, non-word, fesituded, Sure non-word, 2902","sansforgetica, word, finished, Sure word, 2183","sansforgetica, word, nothing, Sure word, 1463","sansforgetica, word, third, Sure word, 1045","75","difficult to read","sansforgetica, word, neither, seen, neither, Sure seen, 2024","sansforgetica, word, stand, non-seen, stage, Probably not seen, 5501","sansforgetica, word, nothing, seen, nothing, Probably seen, 2353","sansforgetica, non-word, begar, seen, begar, Sure seen, 2113","sansforgetica, non-word, batchdour, seen, batchdour, Sure seen, 1408","sansforgetica, non-word, mingine, non-seen, mingerned, Sure not seen, 2980","sansforgetica, word, decision, non-seen, decided, Probably not seen, 3433","sansforgetica, non-word, perietail, non-seen, pericer, Sure not seen, 7494","sansforgetica, non-word, increved, seen, increved, Sure seen, 2315","sansforgetica, word, original, non-seen, organized, Probably seen, 5391","sansforgetica, word, brought, seen, brought, Sure seen, 1719","sansforgetica, non-word, assinquent, seen, assinquent, Sure not seen, 5996","sansforgetica, non-word, fesorized, non-seen, fesituded, Sure not seen, 2419","sansforgetica, non-word, norryons, non-seen, normit, Sure not seen, 3695","sansforgetica, word, third, seen, third, Sure seen, 1818","sansforgetica, word, notes, non-seen, north, Probably not seen, 3273","2293733","09-04-2019 14:27"
