,ParticipantID,Type,TestID,TrialID,StudyID,Fluent,Training,Font,Sample,Category,Response,Correct,Seen,Foil,RT,RTnorm,JoM,JoL,Date
101,1,recognition,1,10,2,True,Letter designer,sansforgetica,leaves,word,Sure seen,1.0,seen,leaves,1052.0,6.958448393297656,80,very easy to read,30-05-2019 13:02
102,1,recognition,1,11,2,True,Letter designer,sansforgetica,broken,word,Sure not seen,1.0,not seen,british,2010.0,7.6058900010531225,80,very easy to read,30-05-2019 13:02
103,1,recognition,1,12,2,True,Letter designer,sansforgetica,minglem,non-word,Sure seen,1.0,seen,minglem,3677.0,8.209852481301272,80,very easy to read,30-05-2019 13:02
104,1,recognition,1,13,2,True,Letter designer,sansforgetica,papers,word,Sure seen,1.0,seen,papers,1498.0,7.3118861640771655,80,very easy to read,30-05-2019 13:02
105,1,recognition,1,14,2,True,Letter designer,sansforgetica,exampses,non-word,Sure seen,1.0,seen,exampses,1724.0,7.452402451223638,80,very easy to read,30-05-2019 13:02
106,1,recognition,1,15,2,True,Letter designer,sansforgetica,expeantly,non-word,Sure not seen,1.0,not seen,exisonent,1996.0,7.5989004568714105,80,very easy to read,30-05-2019 13:02
107,1,recognition,1,16,2,True,Letter designer,sansforgetica,wessing,non-word,Sure not seen,1.0,not seen,wesisty,1441.0,7.273092595999522,80,very easy to read,30-05-2019 13:02
108,1,lexical,2,1,2,True,Letter designer,sansforgetica,courch,non-word,Probably word,0.0,,,3116.5,8.044465856248905,75,difficult to read,30-05-2019 13:02
109,1,lexical,2,2,2,True,Letter designer,sansforgetica,nationia,non-word,Probably non-word,1.0,,,3626.0,8.195885391314796,75,difficult to read,30-05-2019 13:02
110,1,lexical,2,3,2,True,Letter designer,sansforgetica,empreases,non-word,Probably word,0.0,,,6267.0,8.743053050224676,75,difficult to read,30-05-2019 13:02
111,1,lexical,2,4,2,True,Letter designer,sansforgetica,itself,word,Sure word,1.0,,,1481.0,7.300472814267799,75,difficult to read,30-05-2019 13:02
112,1,lexical,2,5,2,True,Letter designer,sansforgetica,called,word,Sure word,1.0,,,1228.0,7.1131421087070885,75,difficult to read,30-05-2019 13:02
113,1,lexical,2,6,2,True,Letter designer,sansforgetica,proportion,word,Sure word,1.0,,,1055.0,6.961296045910168,75,difficult to read,30-05-2019 13:02
114,1,lexical,2,7,2,True,Letter designer,sansforgetica,wessing,non-word,Probably word,0.0,,,1936.0,7.568379267836523,75,difficult to read,30-05-2019 13:02
115,1,lexical,2,8,2,True,Letter designer,sansforgetica,hands,word,Sure word,1.0,,,1483.0,7.301822342137933,75,difficult to read,30-05-2019 13:02
116,1,lexical,2,9,2,True,Letter designer,sansforgetica,children,word,Sure word,1.0,,,1982.0,7.591861714889934,75,difficult to read,30-05-2019 13:02
117,1,lexical,2,10,2,True,Letter designer,sansforgetica,workers,word,Sure word,1.0,,,1406.0,7.24850407237061,75,difficult to read,30-05-2019 13:02
118,1,lexical,2,11,2,True,Letter designer,sansforgetica,peoped,non-word,Probably non-word,1.0,,,2204.0,7.698029170272805,75,difficult to read,30-05-2019 13:02
119,1,lexical,2,12,2,True,Letter designer,sansforgetica,elemselles,non-word,Sure non-word,1.0,,,3498.0,8.159946655578548,75,difficult to read,30-05-2019 13:02
120,1,lexical,2,13,2,True,Letter designer,sansforgetica,national,word,Sure word,1.0,,,2253.0,7.720017940432244,75,difficult to read,30-05-2019 13:02
121,1,lexical,2,14,2,True,Letter designer,sansforgetica,prought,non-word,Probably word,0.0,,,4981.0,8.513385953073284,75,difficult to read,30-05-2019 13:02
122,1,lexical,2,15,2,True,Letter designer,sansforgetica,difficulty,word,Sure word,1.0,,,1254.0,7.134093721192866,75,difficult to read,30-05-2019 13:02
123,1,lexical,2,16,2,True,Letter designer,sansforgetica,develop,word,Sure word,1.0,,,1275.0,7.150701457592526,75,difficult to read,30-05-2019 13:02
124,1,lexical,2,17,2,True,Letter designer,sansforgetica,happered,non-word,Probably non-word,1.0,,,5286.0,8.572817095164233,75,difficult to read,30-05-2019 13:02
125,1,lexical,2,18,2,True,Letter designer,sansforgetica,excensium,non-word,Probably word,0.0,,,3724.0,8.222553638396956,75,difficult to read,30-05-2019 13:02
126,1,lexical,2,19,2,True,Letter designer,sansforgetica,pocket,word,Sure word,1.0,,,1715.0,7.44716835960004,75,difficult to read,30-05-2019 13:02
127,1,lexical,2,20,2,True,Letter designer,sansforgetica,comething,non-word,Probably word,0.0,,,4408.0,8.391176350832751,75,difficult to read,30-05-2019 13:02
128,1,recognition,2,1,2,True,Letter designer,arial,peoply,non-word,Probably not seen,1.0,not seen,peoped,2349.03125,7.76175828810384,75,difficult to read,30-05-2019 13:02
129,1,recognition,2,2,2,True,Letter designer,arial,world,word,Sure seen,0.0,not seen,workers,1265.0,7.142827401161621,75,difficult to read,30-05-2019 13:02
130,1,recognition,2,3,2,True,Letter designer,arial,commalists,non-word,Sure not seen,1.0,not seen,comething,1705.0,7.4413203897176174,75,difficult to read,30-05-2019 13:02
131,1,recognition,2,4,2,True,Letter designer,arial,courcish,non-word,Probably seen,0.0,not seen,courch,3456.0,8.147867129923947,75,difficult to read,30-05-2019 13:02
132,1,recognition,2,5,2,True,Letter designer,arial,develop,word,Sure seen,1.0,seen,develop,1434.0,7.268223021159565,75,difficult to read,30-05-2019 13:02
133,1,recognition,2,6,2,True,Letter designer,arial,elemselles,non-word,Sure seen,1.0,seen,elemselles,1499.0,7.312553498102599,75,difficult to read,30-05-2019 13:02
134,1,recognition,2,7,2,True,Letter designer,arial,empreases,non-word,Probably seen,1.0,seen,empreases,4648.0,8.444192298531746,75,difficult to read,30-05-2019 13:02
135,1,recognition,2,8,2,True,Letter designer,arial,pointed,word,Sure not seen,1.0,not seen,pocket,2687.0,7.8961806086154915,75,difficult to read,30-05-2019 13:02
