,StudyID,ParticipantID,Fluent,Training,TestID,Type,TrialID,Font,Sample,Category,Response,Correct,Seen,Foil,RT,RTnorm,JoM,JoL,Date
88,2,1,True,Letter designer,1,lexical,17,arial,arrinst,non-word,Sure non-word,1.0,,,4687.0,8.452547997922705,80,very easy to read,30-05-2019 13:02
89,2,1,True,Letter designer,1,lexical,18,arial,leaves,word,Sure word,1.0,,,2078.0,7.639161171659173,80,very easy to read,30-05-2019 13:02
90,2,1,True,Letter designer,1,lexical,19,arial,exampses,non-word,Probably non-word,1.0,,,3545.0,8.173293438966228,80,very easy to read,30-05-2019 13:02
91,2,1,True,Letter designer,1,lexical,20,arial,explained,word,Sure word,1.0,,,1462.0,7.2875606403097235,80,very easy to read,30-05-2019 13:02
92,2,1,True,Letter designer,1,recognition,1,sansforgetica,cases,word,Probably seen,0.0,not seen,carrying,9754.0,9.185432736269998,80,very easy to read,30-05-2019 13:02
93,2,1,True,Letter designer,1,recognition,2,sansforgetica,heaticipary,non-word,Sure seen,1.0,seen,heaticipary,2246.0,7.716906135298388,80,very easy to read,30-05-2019 13:02
94,2,1,True,Letter designer,1,recognition,3,sansforgetica,morricit,non-word,Probably seen,0.0,not seen,morking,5071.0,8.531293315795018,80,very easy to read,30-05-2019 13:02
95,2,1,True,Letter designer,1,recognition,4,sansforgetica,anything,word,Sure not seen,1.0,not seen,anyone,2048.0,7.6246189861593985,80,very easy to read,30-05-2019 13:02
96,2,1,True,Letter designer,1,recognition,5,sansforgetica,blearate,non-word,Sure not seen,1.0,not seen,blace,1188.0,7.080026499922591,80,very easy to read,30-05-2019 13:02
97,2,1,True,Letter designer,1,recognition,6,sansforgetica,today,word,Sure seen,1.0,seen,today,1527.0,7.3310603052186325,80,very easy to read,30-05-2019 13:02
98,2,1,True,Letter designer,1,recognition,7,sansforgetica,ordered,word,Sure seen,0.0,not seen,order,1128.0,7.028201432058005,80,very easy to read,30-05-2019 13:02
99,2,1,True,Letter designer,1,recognition,8,sansforgetica,considere,non-word,Sure seen,1.0,seen,considere,1395.0,7.240649694255466,80,very easy to read,30-05-2019 13:02
100,2,1,True,Letter designer,1,recognition,9,sansforgetica,achieved,word,Sure seen,1.0,seen,achieved,1244.0,7.126087273299125,80,very easy to read,30-05-2019 13:02
101,2,1,True,Letter designer,1,recognition,10,sansforgetica,leaves,word,Sure seen,1.0,seen,leaves,1052.0,6.9584483932976555,80,very easy to read,30-05-2019 13:02
102,2,1,True,Letter designer,1,recognition,11,sansforgetica,broken,word,Sure not seen,1.0,not seen,british,2010.0,7.605890001053122,80,very easy to read,30-05-2019 13:02
103,2,1,True,Letter designer,1,recognition,12,sansforgetica,minglem,non-word,Sure seen,1.0,seen,minglem,3677.0,8.209852481301272,80,very easy to read,30-05-2019 13:02
104,2,1,True,Letter designer,1,recognition,13,sansforgetica,papers,word,Sure seen,1.0,seen,papers,1498.0,7.311886164077165,80,very easy to read,30-05-2019 13:02
105,2,1,True,Letter designer,1,recognition,14,sansforgetica,exampses,non-word,Sure seen,1.0,seen,exampses,1724.0,7.452402451223638,80,very easy to read,30-05-2019 13:02
106,2,1,True,Letter designer,1,recognition,15,sansforgetica,expeantly,non-word,Sure not seen,1.0,not seen,exisonent,1996.0,7.59890045687141,80,very easy to read,30-05-2019 13:02
107,2,1,True,Letter designer,1,recognition,16,sansforgetica,wessing,non-word,Sure not seen,1.0,not seen,wesisty,1441.0,7.273092595999522,80,very easy to read,30-05-2019 13:02
108,2,1,True,Letter designer,2,lexical,1,sansforgetica,courch,non-word,Probably word,0.0,,,14122.0,9.555489144076292,75,difficult to read,30-05-2019 13:02
109,2,1,True,Letter designer,2,lexical,2,sansforgetica,nationia,non-word,Probably non-word,1.0,,,3626.0,8.195885391314796,75,difficult to read,30-05-2019 13:02
110,2,1,True,Letter designer,2,lexical,3,sansforgetica,empreases,non-word,Probably word,0.0,,,6267.0,8.743053050224676,75,difficult to read,30-05-2019 13:02
111,2,1,True,Letter designer,2,lexical,4,sansforgetica,itself,word,Sure word,1.0,,,1481.0,7.300472814267799,75,difficult to read,30-05-2019 13:02
112,2,1,True,Letter designer,2,lexical,5,sansforgetica,called,word,Sure word,1.0,,,1228.0,7.113142108707088,75,difficult to read,30-05-2019 13:02
113,2,1,True,Letter designer,2,lexical,6,sansforgetica,proportion,word,Sure word,1.0,,,1055.0,6.961296045910167,75,difficult to read,30-05-2019 13:02
114,2,1,True,Letter designer,2,lexical,7,sansforgetica,wessing,non-word,Probably word,0.0,,,1936.0,7.568379267836522,75,difficult to read,30-05-2019 13:02
115,2,1,True,Letter designer,2,lexical,8,sansforgetica,hands,word,Sure word,1.0,,,1483.0,7.301822342137932,75,difficult to read,30-05-2019 13:02
116,2,1,True,Letter designer,2,lexical,9,sansforgetica,children,word,Sure word,1.0,,,1982.0,7.591861714889934,75,difficult to read,30-05-2019 13:02
117,2,1,True,Letter designer,2,lexical,10,sansforgetica,workers,word,Sure word,1.0,,,1406.0,7.2485040723706105,75,difficult to read,30-05-2019 13:02
118,2,1,True,Letter designer,2,lexical,11,sansforgetica,peoped,non-word,Probably non-word,1.0,,,2204.0,7.698029170272805,75,difficult to read,30-05-2019 13:02
119,2,1,True,Letter designer,2,lexical,12,sansforgetica,elemselles,non-word,Sure non-word,1.0,,,3498.0,8.159946655578548,75,difficult to read,30-05-2019 13:02
120,2,1,True,Letter designer,2,lexical,13,sansforgetica,national,word,Sure word,1.0,,,2253.0,7.720017940432244,75,difficult to read,30-05-2019 13:02
121,2,1,True,Letter designer,2,lexical,14,sansforgetica,prought,non-word,Probably word,0.0,,,4981.0,8.513385953073284,75,difficult to read,30-05-2019 13:02
