,StudyID,ParticipantID,TestID,Type,Order,Firstfont,Fluent,Training,isDesigner,Font,Correct,RT,RTnorm,RT_word,RT_nonword,RTnorm_word,RTnorm_nonword,AUC,AUC_word,AUC_nonword,JoL,JoM,Date,AUCnorm,Correctnorm,AUCnorm_word,AUCnorm_nonword
196,1,171,1,lexical,1,arial,True,Graphic designer,True,arial,0.55,3102.25,7.9113434804537786,2010.8,4193.7,7.60628793181842,8.341338678145192,0.7999999999999999,,,75.0,80,10-04-2019 06:04,2.214297435588181,1.6709637479564565,,
197,1,171,1,recognition,2,arial,True,Graphic designer,True,arial,0.75,2539.24609375,7.799135926568443,2506.3671875,2572.125,7.826589648066491,7.8524876844875955,0.875,0.875,0.875,75.0,80,10-04-2019 06:04,2.4188584057763776,2.0943951023931953,2.4188584057763776,2.4188584057763776
198,1,171,2,lexical,1,arial,True,Graphic designer,True,sansforgetica,0.8,2833.65,7.784644988417133,1634.4,4032.9,7.399031043503412,8.302240999128317,0.95,,,50.0,81,10-04-2019 06:04,2.6905658417935303,2.214297435588181,,
199,1,171,2,recognition,2,arial,True,Graphic designer,True,sansforgetica,0.875,1880.75,7.4664382340548885,1888.0,1873.5,7.543273346705446,7.535563618233742,0.9375,0.875,1.0,50.0,81,10-04-2019 06:04,2.6362321433056364,2.4188584057763776,2.4188584057763776,3.141592653589793
200,1,172,1,lexical,1,arial,True,Non-designer,False,arial,0.95,2571.9,7.770480385769346,2077.9,3065.9,7.639113047305835,8.028096443113812,1.0,,,100.0,75,09-04-2019 14:27,3.141592653589793,2.6905658417935303,,
201,1,172,1,recognition,2,arial,True,Non-designer,False,arial,1.0,2561.375,7.787196327542861,2327.5,2795.25,7.752550009151222,7.935676827027478,1.0,1.0,1.0,100.0,75,09-04-2019 14:27,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793
202,1,172,2,lexical,1,arial,True,Non-designer,False,sansforgetica,1.0,2577.38375,7.756539201918048,1730.2,3424.5675,7.455992287746274,8.138730465350404,1.0,,,25.0,75,09-04-2019 14:27,3.141592653589793,3.141592653589793,,
203,1,172,2,recognition,2,arial,True,Non-designer,False,sansforgetica,0.875,3087.75390625,7.9452130008585335,3189.0,2986.5078125,8.067462667010057,8.001860028107329,0.8984375,0.96875,0.875,25.0,75,09-04-2019 14:27,2.4929011482619425,2.4188584057763776,2.7861714518995697,2.4188584057763776
204,1,173,1,lexical,1,arial,True,Non-designer,False,arial,0.95,3557.2,8.093872239702272,2537.0,4577.4,7.838737559599282,8.428886430324239,1.0,,,100.0,23,08-04-2019 20:45,3.141592653589793,2.6905658417935303,,
205,1,173,1,recognition,2,arial,True,Non-designer,False,arial,0.8125,3166.220703125,7.998794933290425,3279.69140625,3052.75,8.095504613491697,8.023798102713132,0.9375,0.875,1.0,100.0,23,08-04-2019 20:45,2.6362321433056364,2.245927859731928,2.4188584057763776,3.141592653589793
206,1,173,2,lexical,1,arial,True,Non-designer,False,sansforgetica,0.95,3287.2362500000004,8.033932426914308,2664.4,3910.0724999999998,7.887734170539025,8.271311195006996,1.0,,,50.0,19,08-04-2019 20:45,3.141592653589793,2.6905658417935303,,
207,1,173,2,recognition,2,arial,True,Non-designer,False,sansforgetica,0.8125,3944.125,8.179648037690857,3735.875,4152.375,8.225737340544882,8.331435738686382,0.8671875,0.9375,0.84375,50.0,19,08-04-2019 20:45,2.3955417299803723,2.245927859731928,2.6362321433056364,2.3288370922211326
208,1,174,1,lexical,1,sansforgetica,True,Non-designer,False,sansforgetica,1.0,3291.85,8.0515768222352,2731.8,3851.9,7.912716011568792,8.256321812041056,1.0,,,50.0,37,08-04-2019 18:28,3.141592653589793,3.141592653589793,,
209,1,174,1,recognition,2,sansforgetica,True,Non-designer,False,sansforgetica,0.6875,3667.4375,8.14295740498634,3793.75,3541.125,8.241110254807808,8.172199752251343,0.7734375,0.59375,0.9375,50.0,37,08-04-2019 18:28,2.149423377693996,1.9551931012905357,1.7594127129703006,2.6362321433056364
210,1,174,2,lexical,1,sansforgetica,True,Non-designer,False,arial,1.0,2603.03875,7.8170004154890975,1934.8,3271.2775,7.567759240948828,8.092935860381433,1.0,,,100.0,39,08-04-2019 18:28,3.141592653589793,3.141592653589793,,
211,1,174,2,recognition,2,sansforgetica,True,Non-designer,False,arial,1.0,2869.109375,7.918801628786383,2898.71875,2839.5,7.972024108002791,7.951383259317487,1.0,1.0,1.0,100.0,39,08-04-2019 18:28,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793
212,1,175,1,lexical,1,arial,True,Non-designer,False,arial,1.0,2424.3,7.737364037440213,1958.3,2890.3,7.579832028922791,7.969115581947358,1.0,,,75.0,50,08-04-2019 14:50,3.141592653589793,3.141592653589793,,
213,1,175,1,recognition,2,arial,True,Non-designer,False,arial,0.625,2954.5,7.879911886314196,2360.125,3548.875,7.766469862718696,8.174385930837149,0.71875,0.625,0.78125,75.0,50,08-04-2019 14:50,2.023612921539822,1.8234765819369754,1.8234765819369754,2.168202743440247
214,1,175,2,lexical,1,arial,True,Non-designer,False,sansforgetica,1.0,2549.26875,7.806366613851469,1989.6375,3108.9,7.595707740321224,8.04202424485828,1.0,,,50.0,68,08-04-2019 14:50,3.141592653589793,3.141592653589793,,
215,1,175,2,recognition,2,arial,True,Non-designer,False,sansforgetica,0.6875,3222.25,7.968135232048796,2570.0,3874.5,7.851661177889265,8.262171901204004,0.796875,0.875,0.71875,50.0,68,08-04-2019 14:50,2.206507612196199,1.9551931012905357,2.4188584057763776,2.023612921539822
216,1,176,1,lexical,1,arial,False,Typographer,True,arial,0.85,2120.15,7.578541050076888,1382.7,2857.6,7.231793388394572,7.95773739068218,1.0,,,75.0,80,08-04-2019 14:11,3.141592653589793,2.34619382340565,,
217,1,176,1,recognition,2,arial,False,Typographer,True,arial,0.9375,2660.625,7.773291761155664,2374.875,2946.375,7.772700083504704,7.988330880164096,0.9375,0.875,1.0,75.0,80,08-04-2019 14:11,2.6362321433056364,2.6362321433056364,2.4188584057763776,3.141592653589793
218,1,176,2,lexical,1,arial,False,Typographer,True,sansforgetica,0.95,2578.0,7.774820012106008,1774.4,3381.6,7.481217616596103,8.126104249252581,1.0,,,25.0,82,08-04-2019 14:11,3.141592653589793,2.6905658417935303,,
219,1,176,2,recognition,2,arial,False,Typographer,True,sansforgetica,0.8125,2230.9375,7.6291184665224545,1899.75,2562.125,7.549477577549895,7.848592271274292,0.875,0.75,1.0,25.0,82,08-04-2019 14:11,2.4188584057763776,2.245927859731928,2.0943951023931953,3.141592653589793
220,1,177,1,lexical,1,arial,True,Letter designer,True,arial,0.7,4970.035,8.281374753646736,2493.3,7446.7699999999995,7.8213624132270905,8.915535660313594,0.9500000000000001,,,100.0,30,08-04-2019 13:25,2.690565841793531,1.9823131728623846,,
221,1,177,1,recognition,2,arial,True,Letter designer,True,arial,0.875,5593.0703125,8.49125644307501,6155.875,5030.265625,8.7251621893595,8.523228069850576,0.875,0.875,0.875,100.0,30,08-04-2019 13:25,2.4188584057763776,2.4188584057763776,2.4188584057763776,2.4188584057763776
222,1,177,2,lexical,1,arial,True,Letter designer,True,sansforgetica,0.85,5890.5,8.458929055765115,3481.3,8299.7,8.155161066229544,9.023974648553144,0.9,,,100.0,34,08-04-2019 13:25,2.498091544796509,2.34619382340565,,
223,1,177,2,recognition,2,arial,True,Letter designer,True,sansforgetica,0.75,5056.0703125,8.364622488364352,5217.5,4894.640625,8.559773638951356,8.49589613551768,0.7421875,0.84375,0.625,100.0,34,08-04-2019 13:25,2.076444953446293,2.0943951023931953,2.3288370922211326,1.8234765819369754
224,1,178,1,lexical,1,sansforgetica,True,Letter designer,True,sansforgetica,1.0,2368.15125,7.715716557460011,2065.9,2670.4025,7.633321245797583,7.889984489096467,1.0,,,50.0,50,08-04-2019 13:14,3.141592653589793,3.141592653589793,,
225,1,178,1,recognition,2,sansforgetica,True,Letter designer,True,sansforgetica,0.9375,3719.333984375,8.110953269887931,3894.125,3544.54296875,8.267224286084623,8.173164507876411,0.9296875,1.0,0.84375,50.0,50,08-04-2019 13:14,2.604842476361082,2.6362321433056364,3.141592653589793,2.3288370922211326
226,1,178,2,lexical,1,sansforgetica,True,Letter designer,True,arial,1.0,2458.90125,7.731653509604712,2255.0,2662.8025000000002,7.720905251936779,7.887134418587457,1.0,,,75.0,50,08-04-2019 13:14,3.141592653589793,3.141592653589793,,
227,1,178,2,recognition,2,sansforgetica,True,Letter designer,True,arial,0.9375,2282.0625,7.664229628359391,2112.0,2452.125,7.655390644826152,7.804710274549549,0.9375,1.0,0.875,75.0,50,08-04-2019 13:14,2.6362321433056364,2.6362321433056364,3.141592653589793,2.4188584057763776
228,1,179,1,lexical,1,sansforgetica,True,Non-designer,False,sansforgetica,0.95,1965.45,7.545819635598107,1620.4,2310.5,7.390428311328535,7.745219230310321,1.0,,,25.0,14,06-04-2019 22:12,3.141592653589793,2.6905658417935303,,
229,1,179,1,recognition,2,sansforgetica,True,Non-designer,False,sansforgetica,1.0,2147.0234375,7.600144599348001,2079.5,2214.546875,7.639882759182966,7.702803090445618,1.0,1.0,1.0,25.0,14,06-04-2019 22:12,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793
230,1,179,2,lexical,1,sansforgetica,True,Non-designer,False,arial,1.0,1780.62375,7.4284226433609675,1410.4,2150.8475,7.25162863108366,7.673617229497311,1.0,,,50.0,14,06-04-2019 22:12,3.141592653589793,3.141592653589793,,
231,1,179,2,recognition,2,sansforgetica,True,Non-designer,False,arial,0.9375,2106.0625,7.589778529591763,2084.625,2127.5,7.642344261941743,7.66270286044753,1.0,1.0,1.0,50.0,14,06-04-2019 22:12,3.141592653589793,2.6362321433056364,3.141592653589793,3.141592653589793
232,1,180,1,lexical,1,arial,True,Letter designer,True,arial,0.95,1535.2725,7.23536772891827,1032.8,2037.7450000000001,6.940028839532433,7.619599083284893,1.0,,,100.0,34,05-04-2019 12:16,3.141592653589793,2.6905658417935303,,
233,1,180,1,recognition,2,arial,True,Letter designer,True,arial,0.875,1620.009765625,7.361957029740456,1737.5,1502.51953125,7.460202577438947,7.314898665492928,0.9765625,1.0,1.0,100.0,34,05-04-2019 12:16,2.8341976025052897,2.4188584057763776,3.141592653589793,3.141592653589793
234,1,180,2,lexical,1,arial,True,Letter designer,True,sansforgetica,0.85,1878.3224999999998,7.385328237233727,1492.5,2264.145,7.308207845266757,7.724952483208616,0.9500000000000001,,,25.0,35,05-04-2019 12:16,2.690565841793531,2.34619382340565,,
235,1,180,2,recognition,2,arial,True,Letter designer,True,sansforgetica,0.875,1568.5,7.2962363831927615,1332.625,1804.375,7.194905960270639,7.497969550417199,0.9375,0.875,1.0,25.0,35,05-04-2019 12:16,2.6362321433056364,2.4188584057763776,2.4188584057763776,3.141592653589793
236,1,181,1,lexical,1,sansforgetica,True,Letter designer,True,sansforgetica,0.85,3556.4,8.01618688651486,2021.4,5091.4,7.611545619640562,8.535308120841409,1.0,,,25.0,25,05-04-2019 11:41,3.141592653589793,2.34619382340565,,
237,1,181,1,recognition,2,sansforgetica,True,Letter designer,True,sansforgetica,1.0,2343.01953125,7.6917298778161705,2521.39453125,2164.64453125,7.832567412860891,7.680011438157058,1.0,1.0,1.0,25.0,25,05-04-2019 11:41,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793
238,1,181,2,lexical,1,sansforgetica,True,Letter designer,True,arial,0.75,2755.95,7.744286597967099,1598.3,3913.6,7.376695843374608,8.272212945492853,1.0,,,75.0,50,05-04-2019 11:41,3.141592653589793,2.0943951023931953,,
239,1,181,2,recognition,2,sansforgetica,True,Letter designer,True,arial,0.8125,1892.875,7.3994699539785405,1975.875,1809.875,7.588766617197559,7.5010130611015855,0.8515625,0.875,0.84375,75.0,50,05-04-2019 11:41,2.35057913777521,2.245927859731928,2.4188584057763776,2.3288370922211326
240,1,182,1,lexical,1,sansforgetica,True,Non-designer,False,sansforgetica,1.0,1882.9325000000001,7.50828387051911,1520.8,2245.065,7.326991791174219,7.716489752986616,1.0,,,25.0,35,05-04-2019 09:45,3.141592653589793,3.141592653589793,,
241,1,182,1,recognition,2,sansforgetica,True,Non-designer,False,sansforgetica,0.875,2407.0078125,7.739642585317921,2474.75,2339.265625,7.813894659799916,7.757592323625005,0.9140625,1.0,0.875,25.0,35,05-04-2019 09:45,2.5465507307622497,2.4188584057763776,3.141592653589793,2.4188584057763776
242,1,182,2,lexical,1,sansforgetica,True,Non-designer,False,arial,1.0,1721.25,7.406082323475151,1449.3,1993.2,7.278835960228471,7.59749666640725,1.0,,,75.0,41,05-04-2019 09:45,3.141592653589793,3.141592653589793,,
243,1,182,2,recognition,2,sansforgetica,True,Non-designer,False,arial,0.8125,1939.125,7.529023962410479,2026.0,1852.25,7.613818684808629,7.5241563952967665,0.96875,0.9375,1.0,75.0,41,05-04-2019 09:45,2.7861714518995697,2.245927859731928,2.6362321433056364,3.141592653589793
244,1,183,1,lexical,1,sansforgetica,True,Graphic designer,True,sansforgetica,0.8,3045.6,7.97444574203968,2411.0,3680.2,7.787796878181171,8.210722377512274,1.0,,,50.0,60,05-04-2019 04:23,3.141592653589793,2.214297435588181,,
245,1,183,1,recognition,2,sansforgetica,True,Graphic designer,True,sansforgetica,0.875,2480.0703125,7.78050260868698,2588.8828125,2371.2578125,7.858981715111814,7.771175815919601,0.9296875,1.0,0.875,50.0,60,05-04-2019 04:23,2.604842476361082,2.4188584057763776,3.141592653589793,2.4188584057763776
246,1,183,2,lexical,1,sansforgetica,True,Graphic designer,True,arial,0.9,2385.08,7.7080094554619105,1915.0,2855.16,7.557472901614746,7.956883162551338,0.955,,,75.0,46,05-04-2019 04:23,2.714080388644924,2.498091544796509,,
247,1,183,2,recognition,2,sansforgetica,True,Graphic designer,True,arial,0.6875,2480.125,7.783243134025031,2468.875,2491.375,7.811517860279022,7.820590045882902,0.8125,0.8125,0.8125,75.0,46,05-04-2019 04:23,2.245927859731928,1.9551931012905357,2.245927859731928,2.245927859731928
248,1,184,1,lexical,1,arial,True,Non-designer,False,arial,0.85,2631.55,7.829506115139641,1914.7,3348.4,7.5573162313791595,8.1162378987859,1.0,,,100.0,69,04-04-2019 22:31,3.141592653589793,2.34619382340565,,
249,1,184,1,recognition,2,arial,True,Non-designer,False,arial,0.6875,2693.248046875,7.874416779958099,2537.125,2849.37109375,7.83878682917779,7.954853580052092,0.8359375,0.78125,0.875,100.0,69,04-04-2019 22:31,2.3075337272845404,1.9551931012905357,2.168202743440247,2.4188584057763776
250,1,184,2,lexical,1,arial,True,Non-designer,False,sansforgetica,0.85,3084.85,7.983313827013727,2237.4,3932.3,7.71306975641283,8.276979775406433,1.0,,,0.0,44,04-04-2019 22:31,3.141592653589793,2.34619382340565,,
251,1,184,2,recognition,2,arial,True,Non-designer,False,sansforgetica,0.8125,2959.310546875,7.9700951410803365,2932.37109375,2986.25,7.9835666217609464,8.001773698640019,0.9296875,0.8125,1.0,0.0,44,04-04-2019 22:31,2.604842476361082,2.245927859731928,2.245927859731928,3.141592653589793
252,1,185,1,lexical,1,arial,True,Letter designer,True,arial,0.85,2413.5,7.702765890494239,1672.9,3154.1,7.422313926337235,8.056458472790817,0.95,,,25.0,69,04-04-2019 20:58,2.6905658417935303,2.34619382340565,,
253,1,185,1,recognition,2,arial,True,Letter designer,True,arial,0.8125,2294.013671875,7.685095569035707,1960.5,2627.52734375,7.580954821732386,7.873798509452428,0.8515625,0.875,0.84375,25.0,69,04-04-2019 20:58,2.35057913777521,2.245927859731928,2.4188584057763776,2.3288370922211326
254,1,185,2,lexical,1,arial,True,Letter designer,True,sansforgetica,0.95,2993.7974999999997,7.913950361934913,2762.695,3224.9,7.92396193157007,8.078657220997185,0.995,,,0.0,59,04-04-2019 20:58,3.0000531802653647,2.6905658417935303,,
255,1,185,2,recognition,2,arial,True,Letter designer,True,sansforgetica,0.9375,1997.25,7.564662054088169,1840.0,2154.5,7.517520850603031,7.675313957055892,0.9296875,0.875,1.0,0.0,59,04-04-2019 20:58,2.604842476361082,2.6362321433056364,2.4188584057763776,3.141592653589793
256,1,186,1,lexical,1,sansforgetica,True,Non-designer,False,sansforgetica,0.95,2250.5,7.695372355497521,1981.0,2520.0,7.591357046698551,7.832014180505469,1.0,,,25.0,50,04-04-2019 20:30,3.141592653589793,2.6905658417935303,,
257,1,186,1,recognition,2,sansforgetica,True,Non-designer,False,sansforgetica,0.875,2462.40234375,7.75063891002575,2239.875,2684.9296875,7.71417533972058,7.895409819449237,0.921875,0.875,1.0,25.0,50,04-04-2019 20:30,2.575028322968715,2.4188584057763776,2.4188584057763776,3.141592653589793
258,1,186,2,lexical,1,sansforgetica,True,Non-designer,False,arial,0.95,2163.225,7.642679988794295,1871.2,2455.25,7.534335215269969,7.805983868037884,1.0,,,100.0,50,04-04-2019 20:30,3.141592653589793,2.6905658417935303,,
259,1,186,2,recognition,2,sansforgetica,True,Non-designer,False,arial,0.8125,2052.25,7.612506893107052,1948.0,2156.5,7.5745584842024805,7.676241816087898,0.9453125,1.0,0.875,100.0,50,04-04-2019 20:30,2.669514068112508,2.245927859731928,3.141592653589793,2.4188584057763776
260,1,187,1,lexical,1,sansforgetica,True,Other designer,True,sansforgetica,0.9,2392.95,7.697185994796361,1615.0,3170.9,7.387090235656757,8.061770738247958,1.0,,,50.0,25,04-04-2019 19:51,3.141592653589793,2.498091544796509,,
261,1,187,1,recognition,2,sansforgetica,True,Other designer,True,sansforgetica,0.6875,2810.625,7.849070725287466,2713.75,2907.5,7.906086721192501,7.97504888439282,0.7265625,0.46875,1.0,50.0,25,04-04-2019 19:51,2.0410640918808665,1.9551931012905357,1.5082555649984053,3.141592653589793
262,1,187,2,lexical,1,sansforgetica,True,Other designer,True,arial,0.95,2592.6,7.6902372878056635,1558.6,3626.6,7.351543261409461,8.196050849219926,0.9500000000000001,,,100.0,31,04-04-2019 19:51,2.690565841793531,2.6905658417935303,,
263,1,187,2,recognition,2,sansforgetica,True,Other designer,True,arial,0.625,2474.75,7.754909550786696,2095.75,2853.75,7.647666763517967,7.956389197844005,0.7421875,0.84375,0.625,100.0,31,04-04-2019 19:51,2.076444953446293,1.8234765819369754,2.3288370922211326,1.8234765819369754
264,1,188,1,lexical,1,sansforgetica,True,Typographer,True,sansforgetica,0.95,1942.5,7.536084738717202,1619.6,2265.4,7.389934484158006,7.725506622766614,1.0,,,50.0,41,04-04-2019 19:00,3.141592653589793,2.6905658417935303,,
265,1,188,1,recognition,2,sansforgetica,True,Typographer,True,sansforgetica,0.9375,1919.08984375,7.540752196487231,1955.0,1883.1796875,7.578145472419466,7.540716950285989,1.0,1.0,1.0,50.0,41,04-04-2019 19:00,3.141592653589793,2.6362321433056364,3.141592653589793,3.141592653589793
266,1,188,2,lexical,1,sansforgetica,True,Typographer,True,arial,0.95,1576.67,7.352458043164864,1394.2,1759.14,7.240076053052299,7.472580332246909,0.9500000000000001,,,100.0,41,04-04-2019 19:00,2.690565841793531,2.6905658417935303,,
267,1,188,2,recognition,2,sansforgetica,True,Typographer,True,arial,0.75,1887.1875,7.513933357071934,2023.375,1751.0,7.6125221882541245,7.467942332285852,0.890625,0.84375,0.875,100.0,41,04-04-2019 19:00,2.467462146922478,2.0943951023931953,2.3288370922211326,2.4188584057763776
268,1,189,1,lexical,1,sansforgetica,True,Typographer,True,sansforgetica,1.0,1540.75,7.283761219680822,1308.9,1772.6,7.176942368797674,7.480202674304298,1.0,,,25.0,42,04-04-2019 18:34,3.141592653589793,3.141592653589793,,
269,1,189,1,recognition,2,sansforgetica,True,Typographer,True,sansforgetica,0.875,2601.5703125,7.780243863975062,2532.140625,2671.0,7.836820320821354,7.890208213109961,0.9375,1.0,0.875,25.0,42,04-04-2019 18:34,2.6362321433056364,2.4188584057763776,3.141592653589793,2.4188584057763776
270,1,189,2,lexical,1,sansforgetica,True,Typographer,True,arial,1.0,1435.97,7.245210145703227,1383.2,1488.74,7.232154934369081,7.30568540360245,1.0,,,100.0,50,04-04-2019 18:34,3.141592653589793,3.141592653589793,,
271,1,189,2,recognition,2,sansforgetica,True,Typographer,True,arial,0.8125,2803.75,7.853536647654745,2471.625,3135.875,7.812631108040994,8.050663520982003,0.8515625,0.75,0.9375,100.0,50,04-04-2019 18:34,2.35057913777521,2.245927859731928,2.0943951023931953,2.6362321433056364
272,1,190,1,lexical,1,sansforgetica,True,Letter designer,True,sansforgetica,0.9,1851.5674999999999,7.444510240540789,1289.1,2414.035,7.161699579449059,7.78905490030962,1.0,,,50.0,75,04-04-2019 18:16,3.141592653589793,2.498091544796509,,
273,1,190,1,recognition,2,sansforgetica,True,Letter designer,True,sansforgetica,0.75,2232.55859375,7.660631425754051,2083.25,2381.8671875,7.641684453262316,7.775639991643738,0.90625,0.90625,0.9375,50.0,75,04-04-2019 18:16,2.519224165034773,2.0943951023931953,2.519224165034773,2.6362321433056364
274,1,190,2,lexical,1,sansforgetica,True,Letter designer,True,arial,0.95,1957.1174999999998,7.492944776159679,1557.1,2357.1349999999998,7.350580395847379,7.765202177494469,1.0,,,100.0,90,04-04-2019 18:16,3.141592653589793,2.6905658417935303,,
275,1,190,2,recognition,2,sansforgetica,True,Letter designer,True,arial,1.0,1985.5,7.5145832763789855,1856.875,2114.125,7.526650246216872,7.656396294294206,1.0,1.0,1.0,100.0,90,04-04-2019 18:16,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793
276,1,191,1,lexical,1,arial,True,Non-designer,False,arial,1.0,2569.35,7.826812393742945,2362.2,2776.5,7.767348667177747,7.928946420681662,1.0,,,100.0,50,04-04-2019 17:49,3.141592653589793,3.141592653589793,,
277,1,191,1,recognition,2,arial,True,Non-designer,False,arial,1.0,2212.802734375,7.686878109171481,2131.23046875,2294.375,7.664454776766961,7.738215754251098,1.0,1.0,1.0,100.0,50,04-04-2019 17:49,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793
278,1,191,2,lexical,1,arial,True,Non-designer,False,sansforgetica,1.0,1733.08,7.442041114380032,1476.9,1989.2599999999998,7.297700575432264,7.595517989265242,1.0,,,25.0,50,04-04-2019 17:49,3.141592653589793,3.141592653589793,,
279,1,191,2,recognition,2,arial,True,Non-designer,False,sansforgetica,0.875,2103.875,7.625396347131299,2186.625,2021.125,7.6901145382104295,7.6114095660599785,0.8984375,0.9375,0.84375,25.0,50,04-04-2019 17:49,2.4929011482619425,2.4188584057763776,2.6362321433056364,2.3288370922211326
280,1,192,1,lexical,1,arial,True,Graphic designer,True,arial,0.95,2397.79875,7.673451456307392,1465.5,3330.0975,7.289951760150947,8.11075686182514,1.0,,,100.0,62,04-04-2019 17:03,3.141592653589793,2.6905658417935303,,
281,1,192,1,recognition,2,arial,True,Graphic designer,True,arial,0.9375,1992.32421875,7.502470025769359,2003.875,1980.7734375,7.602838085009838,7.591242672414498,0.9375,0.875,1.0,100.0,62,04-04-2019 17:03,2.6362321433056364,2.6362321433056364,2.4188584057763776,3.141592653589793
282,1,192,2,lexical,1,arial,True,Graphic designer,True,sansforgetica,1.0,2616.0,7.778144755078598,1941.5,3290.5,7.571216149171722,8.098794807896175,1.0,,,50.0,50,04-04-2019 17:03,3.141592653589793,3.141592653589793,,
283,1,192,2,recognition,2,arial,True,Graphic designer,True,sansforgetica,0.9375,2134.32421875,7.598190174060841,2135.0,2133.6484375,7.666221925662725,7.665588674850458,0.9375,0.875,1.0,50.0,50,04-04-2019 17:03,2.6362321433056364,2.6362321433056364,2.4188584057763776,3.141592653589793
284,1,193,1,lexical,1,sansforgetica,True,Letter designer,True,sansforgetica,0.95,1736.15,7.441050862339894,1566.3,1906.0,7.356471429084617,7.552762084214147,1.0,,,75.0,70,04-04-2019 16:11,3.141592653589793,2.6905658417935303,,
285,1,193,1,recognition,2,sansforgetica,True,Letter designer,True,sansforgetica,0.875,1980.5625,7.564866312931036,1914.125,2047.0,7.557015878135371,7.624130585661289,0.984375,1.0,0.96875,75.0,70,04-04-2019 16:11,2.890936991253663,2.4188584057763776,3.141592653589793,2.7861714518995697
286,1,193,2,lexical,1,sansforgetica,True,Letter designer,True,arial,1.0,1269.25,7.108789348865754,1164.6,1373.9,7.0601329594030195,7.225408689929902,1.0,,,100.0,59,04-04-2019 16:11,3.141592653589793,3.141592653589793,,
287,1,193,2,recognition,2,sansforgetica,True,Letter designer,True,arial,0.75,1929.798828125,7.49854461721524,1923.25,1936.34765625,7.561771742339044,7.568558826224248,0.734375,0.40625,1.0,100.0,59,04-04-2019 16:11,2.0586714743351893,2.0943951023931953,1.3821799406194923,3.141592653589793
288,1,194,1,lexical,1,sansforgetica,True,Other designer,True,sansforgetica,0.8,2130.1675,7.587741002158938,1584.8,2675.535,7.3682134953843414,7.891904639332773,1.0,,,50.0,50,04-04-2019 15:30,3.141592653589793,2.214297435588181,,
289,1,194,1,recognition,2,sansforgetica,True,Other designer,True,sansforgetica,0.9375,2052.173828125,7.594592684116017,1886.75,2217.59765625,7.542611051164978,7.704179752109203,0.9375,0.875,1.0,50.0,50,04-04-2019 15:30,2.6362321433056364,2.6362321433056364,2.4188584057763776,3.141592653589793
290,1,194,2,lexical,1,sansforgetica,True,Other designer,True,arial,1.0,1637.65,7.352435897581597,1440.3,1835.0,7.272606704205004,7.51479976048867,1.0,,,100.0,50,04-04-2019 15:30,3.141592653589793,3.141592653589793,,
291,1,194,2,recognition,2,sansforgetica,True,Other designer,True,arial,1.0,2352.9375,7.728968252110989,2542.75,2163.125,7.841001451505705,7.679309214389609,1.0,1.0,1.0,100.0,50,04-04-2019 15:30,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793
292,1,195,1,lexical,1,sansforgetica,True,Non-designer,False,sansforgetica,0.85,1953.345,7.5655191051228226,1785.19,2121.5,7.487280131126161,7.659878664642379,0.85,,,25.0,74,04-04-2019 13:55,2.34619382340565,2.34619382340565,,
293,1,195,1,recognition,2,sansforgetica,True,Non-designer,False,sansforgetica,0.875,2452.6875,7.765029030455483,2377.25,2528.125,7.773699636419553,7.835233200246856,0.921875,1.0,0.84375,25.0,74,04-04-2019 13:55,2.575028322968715,2.4188584057763776,3.141592653589793,2.3288370922211326
294,1,195,2,lexical,1,sansforgetica,True,Non-designer,False,arial,0.9,1930.895,7.545431118155453,1630.1,2231.69,7.396396641612244,7.710514424966358,0.9,,,100.0,73,04-04-2019 13:55,2.498091544796509,2.498091544796509,,
295,1,195,2,recognition,2,sansforgetica,True,Non-designer,False,arial,0.8125,2318.556640625,7.704257577386953,2121.5,2515.61328125,7.659878664642379,7.830271902210985,0.8125,0.875,0.75,100.0,73,04-04-2019 13:55,2.245927859731928,2.245927859731928,2.4188584057763776,2.0943951023931953
296,1,196,1,lexical,1,sansforgetica,True,Typographer,True,sansforgetica,0.85,2144.215,7.604694996703674,1535.3,2753.13,7.3364810806648535,7.920493725240943,0.9500000000000001,,,50.0,69,04-04-2019 13:11,2.690565841793531,2.34619382340565,,
297,1,196,1,recognition,2,sansforgetica,True,Typographer,True,sansforgetica,1.0,1991.6484375,7.548117184642286,1673.171875,2310.125,7.422476430318473,7.745056914605921,1.0,1.0,1.0,50.0,69,04-04-2019 13:11,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793
298,1,196,2,lexical,1,sansforgetica,True,Typographer,True,arial,0.95,1870.1575,7.466263462179613,1499.815,2240.5,7.313097046150787,7.714454334226198,1.0,,,100.0,50,04-04-2019 13:11,3.141592653589793,2.6905658417935303,,
299,1,196,2,recognition,2,sansforgetica,True,Typographer,True,arial,0.9375,1939.8125,7.512334472389908,1958.75,1920.875,7.580061793670231,7.560536090375496,1.0,1.0,1.0,100.0,50,04-04-2019 13:11,3.141592653589793,2.6362321433056364,3.141592653589793,3.141592653589793
