order,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
metric,,Response time,Response time,Response time (word),Response time (word),Response time (non-word),Response time (non-word),AUC,AUC,AUC (word),AUC (word),AUC (non-word),AUC (non-word),Response time,Response time,Response time (word),Response time (word),Response time (non-word),Response time (non-word),AUC,AUC,AUC (word),AUC (word),AUC (non-word),AUC (non-word)
stat,,mean,SEM,mean,SEM,mean,SEM,mean,SEM,mean,SEM,mean,SEM,mean,SEM,mean,SEM,mean,SEM,mean,SEM,mean,SEM,mean,SEM
sid,type,,,,,,,,,,,,,,,,,,,,,,,,
1,lexical,2899.9318909386866,112.4988706397335,2030.3206185566996,58.97099764781856,3769.6767468499456,192.29367463659736,0.9748654066437564,0.003313199025175814,,,,,,,,,,,,,,,,
1,recognition,,,,,,,,,,,,,2696.090206185567,68.99621102700195,2531.922680412371,60.93769798546289,2860.257731958763,92.57574511411235,0.9005315721649485,0.007445192130720901,0.8865979381443299,0.009718549619037786,0.9165592783505154,0.008464296487514494
2,lexical,2979.99708737864,113.57493586794487,2089.1213592233007,79.55299473527462,3870.8728155339804,182.78598869870066,0.9532524271844663,0.008308465294762554,,,,,2741.2053398058247,122.01873527065266,1953.7776699029123,71.85057998478568,3528.633009708739,199.16693727680564,0.9533495145631072,0.00900625571807555,,,,
2,recognition,2579.0253236245953,69.0411509155827,2395.53640776699,71.24921111123305,2762.382628294036,94.07038263818913,0.8362408980582524,0.01179813418154262,0.8379854368932039,0.014651761826150978,0.8401092233009708,0.014553436490447965,2762.80036407767,77.81624749126311,2535.502427184466,70.83235017641783,2990.098300970874,109.38233418409388,0.8832675970873787,0.012545068382937744,0.8907766990291263,0.014665244620494811,0.8743932038834952,0.014627843988269993
